Generation: ,0,#,#,#,fitness
3,5,10,33,45,0.0031657535820177915
1,15,20,23,38,0.0008240629450770414
Generation: ,5,#,#,#,fitness
3,31,32,33,45,0.29461148477661064
7,8,16,25,34,0.2008813872678538
3,31,32,33,39,0.18768357393180538
3,32,33,39,45,0.15064666114801437
3,31,33,39,45,0.14040519780090063
3,29,31,32,33,0.12857684554360732
16,29,32,34,45,0.11437878356047874
7,8,25,29,32,0.0770832593824212
29,32,33,39,45,0.06822557331704147
3,29,32,33,39,0.065746494902517
1,13,29,33,41,0.0338576462519218
7,16,20,34,38,0.016000509555766856
3,15,29,32,33,0.012498241214129914
3,15,29,31,33,0.011648569018792415
15,29,31,32,45,0.011350874327939457
1,3,15,38,39,0.0028266468889725778
6,8,15,26,34,0.0017947228311904887
19,26,28,38,44,0.0012543090253272092
1,15,20,23,38,0.0008240629450770414
15,23,30,32,38,0.0007398234918888506
Generation: ,6,#,#,#,fitness
3,7,8,16,33,0.41812587321177014
3,31,32,33,45,0.29461148477661064
7,8,25,33,34,0.20118475414177364
7,8,16,25,34,0.2008813872678538
3,31,32,33,39,0.18768357393180538
3,32,33,39,45,0.15064666114801437
3,29,31,32,33,0.12857684554360732
3,7,15,16,33,0.04210888910278692
1,13,29,33,41,0.0338576462519218
6,29,31,32,33,0.027823327154084598
26,31,32,38,44,0.020075256682394547
3,15,31,33,39,0.017003411892670753
13,19,33,38,44,0.012783158468660571
3,15,29,32,33,0.012498241214129914
15,29,31,33,45,0.012087797240120471
3,15,29,31,33,0.011648569018792415
3,15,29,31,39,0.005213006169386791
15,29,32,41,45,0.003737768323069168
19,26,28,38,44,0.0012543090253272092
4,10,11,38,39,2.439457025214268e-05
Generation: ,7,#,#,#,fitness
7,8,31,32,33,0.5083770095273162
3,7,8,16,33,0.41812587321177014
7,8,16,32,45,0.4074401098049011
7,8,31,33,45,0.38031444672962483
3,31,32,33,45,0.29461148477661064
7,8,16,25,33,0.2673439681693621
3,7,16,25,33,0.21424448589565978
7,8,25,33,34,0.20118475414177364
7,8,16,25,34,0.2008813872678538
3,7,8,25,33,0.181255101174839
8,25,31,33,34,0.18125346947752757
3,32,33,39,45,0.15064666114801437
3,25,32,33,45,0.1457040679878071
3,29,31,32,33,0.12857684554360732
7,8,28,33,34,0.08725429438093639
3,6,32,33,39,0.03141457704709254
6,29,31,32,33,0.027823327154084598
3,6,7,16,29,0.022230271375761224
36,38,43,45,46,2.8113596471157663e-05
4,10,11,38,39,2.439457025214268e-05
Generation: ,8,#,#,#,fitness
7,8,31,32,33,0.5083770095273162
3,7,8,16,33,0.41812587321177014
7,8,32,33,45,0.40805541734584444
7,8,16,32,45,0.4074401098049011
7,8,31,33,45,0.38031444672962483
8,31,32,33,45,0.36762954751986127
3,7,8,32,45,0.27623813183842083
3,7,8,33,39,0.18740366130559938
3,7,8,25,33,0.181255101174839
3,32,33,39,45,0.15064666114801437
3,25,32,33,45,0.1457040679878071
3,7,25,32,45,0.14154229702624865
3,31,33,39,45,0.14040519780090063
3,8,25,33,45,0.13107345450678234
3,25,33,39,45,0.06943927695736618
7,25,29,32,45,0.06410234577810338
9,23,30,33,49,0.04028519581857832
3,6,16,32,39,0.03136720694653524
3,6,7,16,29,0.022230271375761224
3,6,8,16,29,0.019331048904204666
Generation: ,9,#,#,#,fitness
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,7,8,16,33,0.41812587321177014
7,8,32,33,45,0.40805541734584444
7,8,16,32,45,0.4074401098049011
3,7,8,32,33,0.3932281124528392
7,8,31,32,45,0.35712887999143605
3,8,16,31,32,0.353736970985825
3,8,16,32,45,0.2839315795584177
3,7,8,32,45,0.27623813183842083
3,25,32,33,45,0.1457040679878071
3,31,33,39,45,0.14040519780090063
3,7,8,25,45,0.12732958033545086
25,32,33,39,45,0.09632141602100149
3,6,7,8,16,0.061251653637721115
3,25,31,39,45,0.060773047368174744
3,6,7,16,29,0.022230271375761224
3,9,14,19,23,0.005988135912943188
3,6,33,45,47,0.0012922290105056525
3,7,32,36,45,0.000656622894198495
Generation: ,10,#,#,#,fitness
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,7,8,16,33,0.41812587321177014
7,8,32,33,45,0.40805541734584444
3,8,16,33,45,0.30236502181346275
3,8,32,33,45,0.28436036709751866
3,8,16,32,45,0.2839315795584177
7,8,33,39,45,0.19447002084665807
3,7,8,16,39,0.1871210749678128
8,31,33,39,45,0.1752039618418828
7,8,25,31,45,0.1646154718479546
25,32,33,39,45,0.09632141602100149
8,25,33,39,45,0.0866494732454148
3,6,7,16,31,0.06345975990755136
3,6,7,8,16,0.061251653637721115
6,8,16,29,33,0.028555576943128717
6,8,29,32,33,0.02685520399657543
6,7,8,29,32,0.026088134073935877
3,6,7,16,29,0.022230271375761224
3,6,8,29,33,0.01936024225036491
Generation: ,11,#,#,#,fitness
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,7,8,16,33,0.41812587321177014
7,8,32,33,45,0.40805541734584444
3,8,16,31,32,0.353736970985825
7,32,33,39,45,0.21617705313142216
25,31,32,33,45,0.1883705564629229
3,25,31,32,33,0.18152583009779397
3,7,8,29,32,0.1205581908579521
25,32,33,39,45,0.09632141602100149
6,7,8,16,33,0.09048015537146446
6,8,31,32,33,0.07666234788969747
8,25,29,31,33,0.07395527954625024
6,7,8,33,45,0.06365723562601835
3,6,7,16,31,0.06345975990755136
3,6,8,16,33,0.06305263722222258
3,6,7,8,33,0.06134415460527826
3,6,7,8,16,0.061251653637721115
6,7,8,29,32,0.026088134073935877
4,6,18,28,41,7.906150947766921e-05
Generation: ,12,#,#,#,fitness
7,8,16,31,33,0.5405655758014785
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,7,8,16,33,0.41812587321177014
7,8,32,33,45,0.40805541734584444
3,8,31,32,33,0.35427117716857487
3,7,16,25,31,0.18750613284325066
3,25,31,32,33,0.18152583009779397
3,8,25,31,45,0.11471509509440492
7,8,25,31,39,0.1048690281178999
25,32,33,39,45,0.09632141602100149
6,7,8,32,33,0.08509241592217986
6,7,8,31,32,0.0744726277418775
6,7,8,33,45,0.06365723562601835
3,6,8,16,33,0.06305263722222258
3,6,7,8,16,0.061251653637721115
9,12,19,21,28,0.014163941712197816
4,16,25,28,41,0.0014547815692278236
7,11,17,25,31,0.0006223516464584659
13,17,21,23,45,0.0003737303850121747
Generation: ,13,#,#,#,fitness
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,7,8,16,33,0.41812587321177014
3,8,16,31,33,0.37670232777453744
8,31,32,33,45,0.36762954751986127
3,16,31,33,45,0.31326520263784624
7,8,25,31,33,0.2343319904623734
3,7,8,16,21,0.21015373387682706
3,8,25,31,45,0.11471509509440492
7,8,21,23,45,0.10916107309722246
8,13,21,23,33,0.09211054214863007
3,8,11,16,25,0.08566719942088798
6,8,16,33,45,0.06543013935595943
6,7,8,33,45,0.06365723562601835
13,21,25,31,45,0.05805720370250356
13,21,29,31,37,0.008087251742676113
7,11,17,25,31,0.0006223516464584659
13,17,21,23,45,0.0003737303850121747
Generation: ,14,#,#,#,fitness
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,16,31,32,33,0.4187504005579276
3,8,16,31,33,0.37670232777453744
7,16,25,32,33,0.29718529858586484
7,8,16,25,33,0.2673439681693621
7,16,25,31,32,0.26009568387604026
7,8,25,31,33,0.2343319904623734
7,8,16,25,31,0.2339786408076779
8,25,31,32,33,0.22651614831859151
7,8,21,23,45,0.10916107309722246
9,16,26,42,43,0.024954419127294035
1,13,20,25,46,0.011421405702567706
11,16,20,27,49,0.007615995283471666
1,21,28,44,48,0.005462643754831475
7,8,17,21,31,0.0013276054886004439
7,11,17,25,31,0.0006223516464584659
17,19,30,37,49,1.984368610101745e-05
Generation: ,15,#,#,#,fitness
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,8,16,31,33,0.37670232777453744
3,7,8,31,33,0.36649515156243084
7,16,25,31,33,0.2769816490686827
7,8,25,31,33,0.2343319904623734
7,8,16,25,31,0.2339786408076779
1,7,16,44,48,0.05615810343368811
1,16,21,28,31,0.054868190160191774
1,8,21,28,31,0.04641958142908423
8,16,21,44,48,0.027802942931921756
1,8,21,44,48,0.02458150810532743
6,13,31,33,43,0.022911040013194647
7,28,31,44,48,0.01046720689341802
7,21,28,44,48,0.006011115229354416
1,21,28,44,48,0.005462643754831475
19,29,32,36,39,5.3343016962804914e-05
28,34,36,37,48,3.928283610298383e-06
Generation: ,16,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
1,8,16,31,44,0.3209152090200086
1,7,16,44,48,0.05615810343368811
16,31,32,44,48,0.0538174920249027
8,32,33,44,48,0.05202333819184705
1,7,8,44,48,0.047510873743642136
8,21,31,33,48,0.03730421206197031
8,21,32,44,48,0.02614738639772326
1,8,21,44,48,0.02458150810532743
1,8,19,32,48,0.01922995890641643
1,7,28,44,48,0.010558138932332052
16,19,20,24,41,0.0080203717490307
7,21,28,44,48,0.006011115229354416
7,28,39,44,48,0.005352302444130962
16,29,32,36,39,0.00019471991281209202
19,29,32,36,39,5.3343016962804914e-05
Generation: ,17,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
8,16,19,31,33,0.152210868553632
1,16,19,32,44,0.11149444970554144
1,8,16,19,44,0.10029893388056228
7,16,31,33,48,0.08522397366800855
1,7,16,28,44,0.07915774127123762
1,7,16,44,48,0.05615810343368811
7,8,16,44,48,0.05373722823189766
1,7,32,44,48,0.05281410796833428
8,32,33,44,48,0.05202333819184705
1,7,16,19,48,0.023514198740174585
1,8,19,32,48,0.01922995890641643
1,7,28,44,48,0.010558138932332052
8,28,33,44,48,0.010400055089116388
16,19,20,24,41,0.0080203717490307
29,44,48,49,50,0.002487068640217103
Generation: ,18,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,8,31,32,44,0.33210849967130057
1,16,19,31,33,0.15906800520262923
7,8,19,32,33,0.15888830018585737
8,16,19,31,33,0.152210868553632
1,8,19,31,33,0.13457469981619005
1,8,16,19,44,0.10029893388056228
8,16,19,31,44,0.09943510867262395
7,16,32,33,48,0.09144039739224974
8,16,19,33,48,0.02316212770466277
1,12,28,39,43,0.022375157916150447
1,8,19,32,48,0.01922995890641643
7,13,18,21,29,0.010417874333227033
16,19,20,24,41,0.0080203717490307
19,20,22,45,48,0.0035742349582676006
Generation: ,19,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,16,31,32,44,0.392553998825241
7,8,16,19,33,0.16894852416309178
8,16,19,31,33,0.152210868553632
7,8,16,19,31,0.14786324270125636
16,19,31,33,44,0.11771031868718886
7,19,31,32,44,0.1075391536270828
8,16,19,31,44,0.09943510867262395
20,24,28,31,33,0.016740735482304352
5,8,22,31,47,0.010983767581906629
25,38,39,42,49,0.008230395239135792
1,4,8,37,46,0.002497881518495687
6,19,26,28,31,0.0014936475780123356
13,18,25,27,29,0.0012013853923111115
5,12,17,18,36,8.793127648876382e-07
Generation: ,20,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,8,16,33,44,0.4034935997504212
7,16,19,32,33,0.18780680911881378
8,19,31,32,33,0.1431473065189573
16,19,31,33,44,0.11771031868718886
8,16,19,31,44,0.09943510867262395
8,16,19,26,44,0.03419604696698223
6,16,19,26,31,0.007944621274363852
8,28,32,37,40,0.0020375268229625193
6,19,26,28,31,0.0014936475780123356
9,30,33,48,50,0.0014489233967072
5,19,31,36,44,0.0001808237452997436
6,8,17,26,31,0.00011988839897027044
5,12,17,18,36,8.793127648876382e-07
12,17,19,25,36,8.500140483722053e-07
Generation: ,21,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,16,31,32,0.5076104268664634
7,8,16,33,44,0.4034935997504212
7,16,19,32,33,0.18780680911881378
7,16,19,31,33,0.1750390747576858
7,8,16,19,33,0.16894852416309178
7,8,19,32,33,0.15888830018585737
7,8,16,19,31,0.14786324270125636
8,16,19,31,32,0.1429314544228382
8,16,19,31,44,0.09943510867262395
8,16,31,33,38,0.09170916578385443
4,21,31,32,45,0.018054022556174165
12,14,23,34,46,0.01229132861163371
1,23,28,41,43,0.007408061968130004
20,21,29,30,46,0.0011929784859503103
1,7,9,10,36,1.1238522300486294e-05
12,17,19,25,36,8.500140483722053e-07
Generation: ,22,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,16,19,32,33,0.18780680911881378
7,16,19,31,32,0.16436795725351602
8,16,19,32,33,0.16331346344142872
7,8,16,19,32,0.15864871221540977
8,16,19,31,32,0.1429314544228382
8,16,31,33,38,0.09170916578385443
8,16,31,32,38,0.08611818967955505
12,22,26,40,42,0.010855759610087074
5,12,13,17,24,0.0012030251120712216
21,27,28,32,48,0.001157040568166424
6,18,27,39,49,0.0009866769122737684
2,6,14,22,38,0.0003988920731617634
13,20,29,37,47,7.994665932639027e-05
7,15,26,47,50,5.9617954159283595e-05
Generation: ,23,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,8,16,19,32,0.15864871221540977
7,16,31,32,38,0.09903398084877761
7,8,16,31,38,0.0890896607258355
8,16,31,32,38,0.08611818967955505
16,29,32,33,37,0.029936200365811936
8,19,31,32,38,0.023591855535163745
20,22,23,42,43,0.010267577028439957
5,7,15,33,38,0.007842807187325702
1,2,3,27,43,0.004400407547899767
7,16,20,47,50,0.0004108241886996433
12,30,36,44,49,0.00013724700120574528
13,20,29,37,47,7.994665932639027e-05
1,28,32,36,38,3.8820291185730724e-05
9,36,37,38,45,1.813102569363071e-05
Generation: ,24,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,16,19,31,32,0.16436795725351602
7,8,19,32,33,0.15888830018585737
7,8,16,19,32,0.15864871221540977
7,8,29,32,37,0.024603212854382234
7,13,16,20,29,0.022810401129384702
28,29,32,34,37,0.004229031557954361
14,22,24,29,38,0.003501116589982603
7,8,16,20,47,0.002685825624085233
1,15,24,30,35,0.0024325839778194876
7,16,32,47,50,0.0021830813249535605
5,16,17,26,49,0.0008082566194216272
7,16,20,47,50,0.0004108241886996433
7,8,20,37,47,0.0003716145952849893
13,20,29,37,47,7.994665932639027e-05
Generation: ,25,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
8,16,28,31,33,0.10446081163564956
7,31,32,33,50,0.07776140439636477
7,8,16,32,50,0.07494249043170227
7,16,32,33,47,0.01689532319496465
7,8,31,32,47,0.012509873343276736
28,29,32,34,37,0.004229031557954361
7,16,32,47,50,0.0021830813249535605
7,31,33,47,50,0.0020377408759855546
16,31,32,47,50,0.001966804423065724
7,8,20,37,50,0.0019513229962820565
7,20,29,32,47,0.0009167317559868078
13,27,28,44,50,0.0008947267682421823
7,8,20,37,47,0.0003716145952849893
14,26,34,42,47,0.0001717760601919913
Generation: ,26,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,16,27,32,33,0.08931399760845105
1,16,23,29,45,0.07152487906362001
16,28,29,31,32,0.035601024096168034
7,8,16,33,47,0.015198809523683996
8,31,32,33,47,0.012877701396845543
8,16,31,32,47,0.012858283086384098
7,8,31,32,47,0.012509873343276736
19,21,23,33,50,0.006692743772172606
2,13,32,38,39,0.005483312803853845
28,29,32,34,37,0.004229031557954361
7,31,33,47,50,0.0020377408759855546
16,31,32,47,50,0.001966804423065724
5,6,8,40,50,0.0012097180621047597
10,16,31,38,44,0.0008199154573347016
16,29,31,37,47,0.0006865740150542818
Generation: ,27,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,8,31,33,50,0.06995313200440878
12,25,28,32,45,0.03927916313916348
7,16,31,32,47,0.014786736294195905
12,15,35,44,49,0.014683763751701134
8,16,31,32,47,0.012858283086384098
6,7,8,22,48,0.012653611680659564
7,8,31,32,47,0.012509873343276736
18,19,25,32,43,0.00553202130349532
3,24,35,41,50,0.005474621040116605
7,31,33,47,50,0.0020377408759855546
7,16,31,47,50,0.0020346681626378484
5,7,32,47,50,0.0016701413529033485
11,17,21,49,50,0.00010513866421194632
4,10,21,36,40,9.537854039804574e-08
Generation: ,28,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,33,50,0.06995313200440878
1,7,24,32,50,0.05999891637816605
3,24,31,33,50,0.04414226485752166
3,7,33,35,50,0.024124426028762438
3,8,31,35,50,0.018360033459839917
8,16,32,33,47,0.014691872780748775
7,8,32,33,47,0.014293779848207329
7,8,31,33,47,0.013322040937490306
8,31,32,33,47,0.012877701396845543
8,16,31,32,47,0.012858283086384098
7,8,31,32,47,0.012509873343276736
3,24,35,41,50,0.005474621040116605
16,31,33,47,50,0.002094493550903967
7,31,33,47,50,0.0020377408759855546
8,16,31,47,50,0.0017693112733957192
11,20,31,40,50,0.0009100988181893813
Generation: ,29,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
7,8,31,33,50,0.06995313200440878
16,31,32,33,47,0.015221510994185368
7,8,16,33,47,0.015198809523683996
7,8,31,33,47,0.013322040937490306
7,8,16,31,47,0.013301952606589293
8,31,32,33,47,0.012877701396845543
7,8,31,32,47,0.012509873343276736
3,6,13,24,29,0.010094934170096725
7,13,21,28,38,0.0065568680882608565
7,31,33,47,50,0.0020377408759855546
9,30,32,46,47,0.0007581590795739372
15,20,41,42,43,0.000480375558414736
14,16,20,27,50,0.0002562252207180638
23,26,27,45,47,0.0002549922435549956
Generation: ,30,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
3,5,28,33,46,0.02851529886512132
7,20,21,33,42,0.023236451478516378
7,8,16,33,47,0.015198809523683996
8,16,31,33,47,0.013693070182417976
7,8,16,31,47,0.013301952606589293
7,8,31,32,47,0.012509873343276736
16,20,41,42,43,0.005638110396385662
7,8,15,20,43,0.003828538416576436
7,8,16,17,31,0.002637446160362607
15,32,41,42,43,0.0025526708002728145
2,15,27,34,44,0.0007468725700172054
15,20,41,42,43,0.000480375558414736
17,23,25,43,45,0.00023011020213627926
10,34,36,39,42,2.102262652985782e-06
Generation: ,31,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,31,32,33,34,0.45219941257486523
3,32,33,34,46,0.1403078164693497
16,23,25,31,32,0.13381947199051814
7,8,21,31,42,0.09721484914699442
7,20,21,31,33,0.05692156672898437
8,15,16,31,33,0.04733973067893025
8,20,32,33,43,0.04350194116561576
7,15,32,33,43,0.024083616349601242
7,20,21,33,42,0.023236451478516378
16,31,32,33,47,0.015221510994185368
8,16,32,33,47,0.014691872780748775
7,8,31,32,47,0.012509873343276736
13,18,31,40,45,0.005621935746745159
7,8,15,20,43,0.003828538416576436
4,19,20,34,48,0.0003009572926749466
17,23,25,43,45,0.00023011020213627926
Generation: ,32,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,16,31,32,0.5076104268664634
7,31,32,33,34,0.45219941257486523
7,31,32,33,45,0.42276570959050414
7,8,16,21,32,0.29151088715317297
8,23,31,32,33,0.2615604456530968
7,23,33,43,45,0.10584915379622982
7,20,21,31,33,0.05692156672898437
8,20,21,31,32,0.04648037777772322
8,16,32,33,47,0.014691872780748775
8,31,32,33,47,0.012877701396845543
7,8,31,32,47,0.012509873343276736
5,27,28,32,44,0.008625850802802836
7,8,16,17,32,0.0028298272730593204
7,16,17,43,45,0.0010317310751291875
7,17,23,25,32,0.000725802793201025
17,23,25,43,45,0.00023011020213627926
Generation: ,33,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
8,16,23,31,32,0.26116603815896355
7,8,16,25,32,0.25104555650147814
7,8,25,31,33,0.2343319904623734
7,23,25,31,32,0.1301934818372643
8,20,21,31,32,0.04648037777772322
4,5,12,24,45,0.024828020254083778
7,8,16,33,47,0.015198809523683996
8,16,31,33,47,0.013693070182417976
7,8,31,32,47,0.012509873343276736
7,8,23,32,47,0.007144104810998201
7,8,25,32,47,0.0061869259357276675
23,25,31,32,47,0.003297931951082528
7,17,23,25,32,0.000725802793201025
8,14,17,30,39,2.37671914588316e-05
Generation: ,34,#,#,#,fitness
7,16,31,32,33,0.6009043074726559
7,8,16,32,33,0.5799956155577898
7,8,16,31,33,0.5405655758014785
8,16,31,32,33,0.52253570629672
7,8,31,32,33,0.5083770095273162
7,8,16,31,32,0.5076104268664634
5,7,16,31,32,0.459021749937196
7,8,25,32,33,0.2514246802556654
7,8,16,25,32,0.25104555650147814
8,16,25,31,32,0.22617458418714964
7,8,31,32,47,0.012509873343276736
8,16,25,32,47,0.006359236655168297
7,8,25,32,47,0.0061869259357276675
2,8,12,27,35,0.00553182220547446
5,31,35,38,50,0.004041947212457442
4,12,30,33,38,0.0014867825577933168
