Generation,BestFitness,AverageFitness
Generation,BestFitness,AverageFitness
0,0.09618773264476264,0.011186396531931266
1,0.09618773264476264,0.020320605161207726
2,0.12543467101669728,0.03518242639418729
3,0.12543467101669728,0.049358020611411445
4,0.30640403031476343,0.07112113385909855
5,0.30640403031476343,0.09339998168972577
6,0.30640403031476343,0.12064495087460206
7,0.30640403031476343,0.10721953044379295
8,0.30640403031476343,0.13817421125874174
9,0.30640403031476343,0.1400510368615801
10,0.30640403031476343,0.13099298461179465
11,0.3129595285183936,0.14579655835694189
12,0.3129595285183936,0.1434151521714533
13,0.3129595285183936,0.12821854024775542
14,0.3129595285183936,0.15332055466680786
15,0.3129595285183936,0.15448647505872898
16,0.3129595285183936,0.19296034232182926
17,0.4095788786831875,0.18201333473760348
18,0.4095788786831875,0.15167020661204061
19,0.4095788786831875,0.15644087049972272
20,0.4095788786831875,0.13895620944400722
21,0.4095788786831875,0.10307968391862987
22,0.4095788786831875,0.10483635407895438
23,0.4095788786831875,0.1097344394905911
24,0.4095788786831875,0.11898345611202103
25,0.4095788786831875,0.11349751357592257
26,0.4095788786831875,0.10465198914902536
27,0.4095788786831875,0.12274772913440953
28,0.4095788786831875,0.1228746531158934
29,0.461991226292388,0.1587848812258891
30,0.461991226292388,0.1674711099836582
31,0.461991226292388,0.16238361858833816
32,0.461991226292388,0.20826869605585743
33,0.461991226292388,0.2082263210552923
34,0.461991226292388,0.25229470571680457
35,0.47793203458935285,0.2538565117349526
36,0.47793203458935285,0.1644472581478342
37,0.47793203458935285,0.18684335965081994
38,0.5312795174537399,0.24049538868579373
39,0.5312795174537399,0.24090476922856507
40,0.5312795174537399,0.24756994345620437
41,0.5312795174537399,0.25381824743933
42,0.5312795174537399,0.13663063048409801
43,0.5312795174537399,0.1526448640707005
44,0.5312795174537399,0.20620063992964283
45,0.5312795174537399,0.20341420030283422
46,0.5312795174537399,0.13586949196286074
47,0.5312795174537399,0.20541306649143082
48,0.5312795174537399,0.18439353472768805
49,0.5560597055516961,0.19520517051769445
Generation,BestFitness,AverageFitness
0,0.09618773264476264,0.011186396531931266
1,0.09618773264476264,0.014024683935555077
2,0.09618773264476264,0.024376907375727598
3,0.20495646058635877,0.033058815902217646
4,0.20495646058635877,0.031712687928478964
5,0.20495646058635877,0.03184920144431354
6,0.20495646058635877,0.044943531962203576
7,0.20495646058635877,0.05060384171637866
8,0.20495646058635877,0.05730153230064159
9,0.20495646058635877,0.0592756506459984
10,0.20495646058635877,0.05485853059821875
11,0.20495646058635877,0.05732991324796556
12,0.3089786360366277,0.07395135080135097
13,0.3089786360366277,0.09336258796485032
14,0.3322564593747372,0.15174298621578744
15,0.3322564593747372,0.1603285060449373
16,0.47225764316902774,0.1730868308001351
17,0.47225764316902774,0.2179428143047041
18,0.47225764316902774,0.19424130292304856
19,0.47225764316902774,0.26489142832456436
20,0.7094037241806281,0.3071022016449918
21,0.7094037241806281,0.27074843053058023
22,0.7094037241806281,0.28061893980839225
23,0.7094037241806281,0.24442852719520033
24,0.7094037241806281,0.24139250645385896
25,0.7094037241806281,0.3152520661084744
26,0.7094037241806281,0.2981318820653581
27,0.7094037241806281,0.2540926789534808
28,0.7094037241806281,0.20845586190734
29,0.7094037241806281,0.21304587651280654
30,0.7094037241806281,0.22669453865823538
31,0.7094037241806281,0.2473936785708341
32,0.7094037241806281,0.2439990736150051
33,0.7094037241806281,0.2789604761825444
34,0.7094037241806281,0.32331510340225755
35,0.7094037241806281,0.235890672280479
36,0.7204230075486127,0.3720376774964044
37,0.7338813941638223,0.27144584259104826
38,0.7338813941638223,0.34799307289323245
39,0.7338813941638223,0.24259585146250892
40,0.7338813941638223,0.38812930735056816
41,0.7338813941638223,0.3873956884101634
42,0.7338813941638223,0.45205828347927846
43,0.7452808931587327,0.46071284445195515
44,0.7452808931587327,0.369442119637554
45,0.7452808931587327,0.4235531254614836
46,0.7452808931587327,0.33298395373862855
47,0.7452808931587327,0.33742936826114095
48,0.7452808931587327,0.4615747592662548
49,0.7452808931587327,0.4016207520939066
Generation,BestFitness,AverageFitness
0,0.09618773264476264,0.011186396531931266
1,0.2255287706556528,0.026475887945388205
2,0.2255287706556528,0.039819378241857065
3,0.2255287706556528,0.05729385919910577
4,0.3916577987330428,0.07730645291148744
5,0.3916577987330428,0.06877617702315537
6,0.3916577987330428,0.09156329075303005
7,0.3916577987330428,0.12655270850934608
8,0.3916577987330428,0.10993774730066504
9,0.3916577987330428,0.12917281160555885
10,0.3916577987330428,0.11994367963226435
11,0.5416045087268151,0.1452714836234524
12,0.5416045087268151,0.18144378827876234
13,0.5416045087268151,0.19995934321324307
14,0.5416045087268151,0.20552200532546272
15,0.5416045087268151,0.23760341282774294
16,0.5416045087268151,0.2191631538586892
17,0.5416045087268151,0.19047472734335907
18,0.5416045087268151,0.17932651024697477
19,0.5416045087268151,0.20665858975791776
20,0.5416045087268151,0.14855969761485582
21,0.5489300974578118,0.17465831447605798
22,0.639928813667417,0.25337440571458075
23,0.639928813667417,0.2182821859122343
24,0.6901816268258961,0.29465152823101737
25,0.7145238048128969,0.4499136479662559
26,0.7145238048128969,0.4747938916375821
27,0.7452808931587327,0.4670891102320313
28,0.7452808931587327,0.4095044681460599
29,0.7452808931587327,0.32311035028563456
30,0.7452808931587327,0.2095345341067857
31,0.7452808931587327,0.2799885605340727
32,0.7452808931587327,0.22622819866318872
33,0.7452808931587327,0.30200672859376393
34,0.7452808931587327,0.27027168240314825
35,0.7452808931587327,0.2524831698857869
36,0.7452808931587327,0.2603542442377379
37,0.7452808931587327,0.21322047839354208
38,0.7452808931587327,0.2478419006374816
39,0.7452808931587327,0.34057654064768245
40,0.7452808931587327,0.2775956683071224
41,0.7452808931587327,0.24518989991574017
42,0.7452808931587327,0.15848430052034262
43,0.7452808931587327,0.22868770828832713
44,0.7452808931587327,0.2760808577233437
45,0.7452808931587327,0.28043323093618133
46,0.7452808931587327,0.3478981906361212
47,0.7452808931587327,0.3812499010492464
48,0.7452808931587327,0.36478575677266106
49,0.7452808931587327,0.27835975734401525
Generation,BestFitness,AverageFitness
0,0.09618773264476264,0.011186396531931266
1,0.10480245361602689,0.033407313740741844
2,0.2435916185683558,0.059276284182548857
3,0.2435916185683558,0.06987766922525286
4,0.2435916185683558,0.08311942613302578
5,0.34059686238352554,0.11404697657950938
6,0.40740388419144735,0.12127546490517363
7,0.40740388419144735,0.10612461537467781
8,0.40740388419144735,0.1342030935001301
9,0.40740388419144735,0.167112374978276
10,0.4397215891648534,0.24046674718824032
11,0.5312795174537399,0.20440889297848291
12,0.5312795174537399,0.25273669648765185
13,0.5312795174537399,0.12959809586793838
14,0.5312795174537399,0.15850238057206642
15,0.5312795174537399,0.16377533907892444
16,0.5312795174537399,0.17481189762686977
17,0.5312795174537399,0.18205033359194434
18,0.5312795174537399,0.20970641435022636
19,0.6364795209899653,0.25484317056326883
20,0.6364795209899653,0.2480370338458318
21,0.6364795209899653,0.17608884130107885
22,0.6364795209899653,0.1854815742498499
23,0.6364795209899653,0.18075020483489168
24,0.6364795209899653,0.15960244452219868
25,0.6364795209899653,0.22243578491420432
26,0.6364795209899653,0.16424963418014235
27,0.6364795209899653,0.2669565773075039
28,0.6364795209899653,0.21410053234440377
29,0.6364795209899653,0.2563117918074197
30,0.6364795209899653,0.2690530402340944
31,0.6364795209899653,0.23068183393011044
32,0.6364795209899653,0.2541183111052922
33,0.6364795209899653,0.17795685021773683
34,0.6364795209899653,0.18415748051952469
35,0.6364795209899653,0.17710723386386035
36,0.6364795209899653,0.1743829390693096
37,0.6364795209899653,0.18558918070427963
38,0.6364795209899653,0.14863233337301013
39,0.6488489899489955,0.22983055159798296
40,0.6488489899489955,0.16311090781120802
41,0.654205972754594,0.30003446673322387
42,0.7094037241806281,0.29110624895671916
43,0.7094037241806281,0.26654840217234443
44,0.7094037241806281,0.33365796463041286
45,0.7094037241806281,0.3469051757566654
46,0.7094037241806281,0.3966076426516405
47,0.7198908921127477,0.37681313621961665
48,0.7198908921127477,0.4044551613022597
49,0.7198908921127477,0.4575510233162975
Generation,BestFitness,AverageFitness
0,0.09618773264476264,0.011186396531931266
1,0.16689128296535663,0.02379951056150576
2,0.16689128296535663,0.04314694566764422
3,0.16689128296535663,0.056248900816326844
4,0.22264160303630842,0.08030762283403471
5,0.22264160303630842,0.07600039957428187
6,0.31049845006481247,0.10632740682823712
7,0.31049845006481247,0.12261047487574532
8,0.31049845006481247,0.14879201080971408
9,0.32144949286629254,0.15046609973102437
10,0.32144949286629254,0.14362084603167852
11,0.32144949286629254,0.15520501529205633
12,0.4306500284263289,0.158441361931116
13,0.4306500284263289,0.2207008155537335
14,0.4306500284263289,0.1733463623982674
15,0.4306500284263289,0.23494644583869806
16,0.5024463349506129,0.22889989751770604
17,0.5024463349506129,0.26559480161152427
18,0.5024463349506129,0.24331473545414356
19,0.5024463349506129,0.19284219140845188
20,0.5024463349506129,0.22718770184299183
21,0.5024463349506129,0.24092178731999514
22,0.5024463349506129,0.1737613710726809
23,0.5024463349506129,0.14270872434987453
24,0.5024463349506129,0.12103468315402803
25,0.5024463349506129,0.20092794138674167
26,0.5024463349506129,0.2960645153018905
27,0.5024463349506129,0.21063855327105455
28,0.6577513309270893,0.2901458112206672
29,0.6577513309270893,0.1965242409782454
30,0.6577513309270893,0.20847766960775074
31,0.6577513309270893,0.21007003640379546
32,0.6577513309270893,0.2670419130261769
33,0.6577513309270893,0.2730091849389256
34,0.6577513309270893,0.24994836451867974
35,0.6577513309270893,0.1993256977269682
36,0.6577513309270893,0.23340107804896654
37,0.6577513309270893,0.2585922614603361
38,0.6577513309270893,0.2483355760803306
39,0.6896502868707814,0.2582280367169286
40,0.6896502868707814,0.2910058558370652
41,0.7204230075486127,0.32720198926463356
42,0.7344238508363642,0.31260957802382894
43,0.7344238508363642,0.2643523989942408
44,0.7344238508363642,0.2995890130400594
45,0.7344238508363642,0.3806318299854664
46,0.7344238508363642,0.287632868236066
47,0.7344238508363642,0.23461364091841458
48,0.7344238508363642,0.3749304269524079
49,0.7344238508363642,0.36237551056123973
Generation,BestFitness,AverageFitness
0,0.09618773264476264,0.011186396531931266
1,0.09618773264476264,0.020455272016279162
2,0.20742397557775022,0.050955885245872426
3,0.20742397557775022,0.059770499559271585
4,0.2910938183530072,0.0936462163387295
5,0.2910938183530072,0.11264481341801484
6,0.2910938183530072,0.14588750178198778
7,0.32203089906118804,0.19734229440591405
8,0.32203089906118804,0.19136085401853947
9,0.32203089906118804,0.1452744003087071
10,0.32203089906118804,0.16299349242342082
11,0.32203089906118804,0.10058362754911161
12,0.32203089906118804,0.10174891885925494
13,0.32203089906118804,0.09464422742271308
14,0.32203089906118804,0.09720036308235583
15,0.32203089906118804,0.09709388355070957
16,0.3516422399133401,0.11733007761932586
17,0.3579764658492164,0.18818009305329403
18,0.3579764658492164,0.16691541802306026
19,0.3579764658492164,0.221128842102215
20,0.40323279970730086,0.1916582744036916
21,0.40323279970730086,0.151022507865942
22,0.40323279970730086,0.18325943300128472
23,0.40323279970730086,0.1884472238117414
24,0.40323279970730086,0.22511588359394114
25,0.41093943516132636,0.19550290681547106
26,0.43659568861572007,0.22781105912335012
27,0.5270751443400078,0.2127721901595568
28,0.5270751443400078,0.27566633096338644
29,0.5270751443400078,0.21241532203778674
30,0.5270751443400078,0.2076625698112534
31,0.5270751443400078,0.22346500508005676
32,0.5270751443400078,0.22485458777157263
33,0.5972947070971346,0.26414111488122916
34,0.5972947070971346,0.2843151111305354
35,0.5972947070971346,0.24782279531231882
36,0.5972947070971346,0.22608115345967236
37,0.5972947070971346,0.18185535848661333
38,0.5972947070971346,0.20170312077614158
39,0.5972947070971346,0.23696086890655965
40,0.5972947070971346,0.1547311811853024
41,0.5972947070971346,0.1824682929550639
42,0.5972947070971346,0.13609619592687508
43,0.5972947070971346,0.17259691779613434
44,0.6179041037279728,0.2687879802459197
45,0.6572655057487153,0.1937196985272152
46,0.6572655057487153,0.19510264372485778
47,0.6572655057487153,0.23854790369227524
48,0.6572655057487153,0.2801556609560879
49,0.6804467573262615,0.31575045692275255
