Generation: ,0,#,#,#,fitness
4,9,19,22,40,0.0017558345970663989
7,30,38,45,48,0.0016840133263192612
13,37,42,46,48,0.0011118804139370658
13,29,37,46,48,0.0009541385850411699
13,14,15,25,37,0.00025308132585175356
Generation: ,11,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,12,22,24,39,0.25551344882627625
7,8,22,24,39,0.22202584113157245
7,8,9,22,39,0.21737511197950588
7,12,22,44,46,0.19001033397662384
11,12,13,33,34,0.14579826347365724
7,8,9,22,37,0.06710482362213568
12,13,25,30,33,0.027241613100514206
3,5,14,22,39,0.020963357090430207
2,13,19,22,34,0.017061398503135577
7,24,38,41,46,0.01036742839038255
4,9,16,18,33,0.007459668704145092
14,22,35,39,42,0.005454859582617581
9,20,31,39,40,0.005133760241481272
3,14,22,37,39,0.0037913376805772388
6,13,23,25,30,0.0020516764241301027
14,20,23,41,45,0.00154483636425789
11,19,27,45,50,0.001119506881071806
13,37,42,46,48,0.0011118804139370658
5,31,36,42,50,4.671450232150786e-05
Generation: ,12,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
7,8,22,24,39,0.22202584113157245
7,8,9,22,39,0.21737511197950588
7,12,21,22,39,0.1678885527060483
7,8,9,19,22,0.13286359451245194
7,8,9,22,37,0.06710482362213568
1,7,9,28,39,0.040672360296931255
12,13,25,30,33,0.027241613100514206
2,13,19,22,34,0.017061398503135577
13,18,31,37,49,0.008055436402946922
2,13,18,22,38,0.002193518961238853
13,37,42,46,48,0.0011118804139370658
13,14,38,46,48,0.0004255063444497118
7,8,9,17,28,0.00042430852854452464
13,19,20,34,47,0.00038794461228892804
8,10,13,37,50,7.567091643274765e-05
7,8,18,36,38,3.282188012489354e-05
10,25,26,33,36,2.2796754590259514e-06
Generation: ,13,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
7,8,33,46,49,0.23075283971717658
7,8,22,24,39,0.22202584113157245
7,8,9,22,39,0.21737511197950588
1,12,13,23,31,0.16295125947680178
8,19,22,31,39,0.07152928422231992
7,22,24,40,44,0.0504098491442783
8,9,39,41,45,0.04320719055548839
7,19,21,39,49,0.043129222613875286
7,28,39,45,49,0.041370270737224844
1,7,9,28,39,0.040672360296931255
7,8,9,30,39,0.030921378308206886
12,13,25,30,33,0.027241613100514206
8,31,35,39,50,0.012137371629134868
13,18,31,37,49,0.008055436402946922
12,13,26,27,30,0.0024641492189838906
17,21,24,32,37,0.00018343741187469884
19,27,36,38,43,3.6542767538241797e-06
Generation: ,14,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
7,8,33,46,49,0.23075283971717658
7,8,9,22,39,0.21737511197950588
1,12,13,23,31,0.16295125947680178
7,22,25,39,49,0.14237204884099647
8,9,22,39,41,0.06448877751257426
7,28,39,45,49,0.041370270737224844
9,22,39,45,50,0.024044321132592833
8,18,21,22,46,0.020966087572705516
19,21,24,32,37,0.010284058480568127
22,24,28,39,40,0.006673320468006695
3,13,37,38,40,0.0008790528171084879
8,9,19,24,36,0.00020035704012762057
7,28,36,45,49,0.00018562236913148602
17,21,24,32,37,0.00018343741187469884
10,15,16,25,46,0.00012485841207994362
7,17,20,28,49,0.00011345851359575755
5,24,36,47,50,2.812139597445696e-06
Generation: ,15,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
7,8,33,46,49,0.23075283971717658
1,7,12,31,42,0.1965057060693834
8,22,39,43,49,0.11775583645942372
7,9,22,28,45,0.07582764739445207
7,28,39,45,49,0.041370270737224844
7,22,24,30,35,0.032990981972825954
8,18,21,22,46,0.020966087572705516
1,2,16,25,46,0.02044154625044163
12,30,31,48,49,0.01219538740356326
7,8,9,22,47,0.011952566473308628
9,18,34,38,43,0.0046146556232485375
16,20,30,44,48,0.0017259171099628851
10,15,16,25,46,0.00012485841207994362
7,17,20,28,49,0.00011345851359575755
10,18,21,35,46,0.00010306918415145507
1,17,25,26,28,7.940450303453182e-05
1,10,17,37,40,6.813361955300937e-07
Generation: ,16,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
7,8,33,46,49,0.23075283971717658
7,8,22,39,50,0.03750456972584466
7,24,29,38,45,0.01988225374793992
7,8,9,22,47,0.011952566473308628
8,31,35,47,49,0.004944403840659245
9,18,34,38,43,0.0046146556232485375
6,9,34,38,43,0.004216198762252237
6,21,23,33,48,0.0036943525263001247
9,15,20,23,34,0.003187259539314245
2,21,30,41,49,0.0028434633320402426
7,8,14,19,50,0.0025057664372291327
7,24,39,41,47,0.0017777349855089468
7,17,20,24,49,0.00046231742713078556
7,17,20,28,49,0.00011345851359575755
1,7,10,42,47,6.570347733215155e-05
7,10,20,22,47,3.8597805089401473e-05
1,10,17,37,40,6.813361955300937e-07
Generation: ,17,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,21,22,49,0.31205886949670286
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
7,8,33,46,49,0.23075283971717658
5,7,33,39,46,0.09754928684094208
7,9,18,22,45,0.06476449830719296
14,22,27,34,44,0.005784105099070188
6,9,34,38,43,0.004216198762252237
9,15,20,23,34,0.003187259539314245
6,9,34,38,41,0.0029514476472179084
2,21,30,41,49,0.0028434633320402426
14,24,28,34,41,0.0026864952287124462
6,9,39,43,48,0.00202921059455417
10,11,22,33,37,0.000580452436843723
9,10,34,38,43,0.00033273444371550976
7,8,24,36,37,0.0001312616529078032
5,10,15,35,39,9.545475429296572e-05
7,10,20,22,47,3.8597805089401473e-05
2,17,22,35,50,3.422892954498019e-05
Generation: ,18,#,#,#,fitness,#,#,#,fitness
7,8,9,22,45,0.3412190164123448
7,8,21,22,49,0.31205886949670286
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
1,7,24,33,39,0.2212959720042354
7,8,22,31,41,0.16359115797625878
7,9,19,22,45,0.11048920537344563
5,7,33,39,46,0.09754928684094208
13,16,32,35,42,0.054764014411466604
7,8,21,37,49,0.041117710767751336
3,7,18,22,43,0.03430901535483458
7,9,11,21,38,0.020888391731892136
5,7,28,38,46,0.0067438348905291155
22,26,35,38,46,0.005754007123483108
9,15,20,23,34,0.003187259539314245
6,9,34,38,41,0.0029514476472179084
3,16,28,47,49,0.0022531763955445654
15,19,20,23,34,0.0011641266413253597
9,10,34,38,43,0.00033273444371550976
10,18,21,23,50,4.535329174918578e-05
Generation: ,19,#,#,#,fitness,#,#,#,fitness
7,9,12,22,24,0.4275896105344094
7,8,9,22,45,0.3412190164123448
7,8,21,22,49,0.31205886949670286
7,8,22,39,49,0.27785750001324255
7,12,22,24,39,0.25551344882627625
1,7,24,33,39,0.2212959720042354
8,22,34,39,49,0.21492001923586734
7,8,11,45,49,0.1912813408422872
7,8,21,37,49,0.041117710767751336
7,8,24,28,39,0.039751718721517774
6,12,22,24,39,0.03853097315047619
11,30,31,48,49,0.00576838720566947
3,4,16,25,29,0.005580922275740634
3,18,23,31,50,0.004624465988305525
3,16,28,47,49,0.0022531763955445654
10,18,21,23,49,0.0003360057815598942
7,14,18,48,50,0.00023156405050541384
7,8,17,21,37,0.00020956695225747004
6,7,29,33,36,6.60379011276807e-05
10,18,21,23,50,4.535329174918578e-05
Generation: ,20,#,#,#,fitness,#,#,#,fitness
7,9,12,22,24,0.4275896105344094
7,8,9,22,45,0.3412190164123448
7,8,21,22,49,0.31205886949670286
7,8,22,39,49,0.27785750001324255
5,12,16,22,39,0.2622702522897159
7,12,22,24,39,0.25551344882627625
1,12,22,24,39,0.23219966549471954
8,22,34,39,49,0.21492001923586734
7,9,20,22,24,0.07772485629234016
8,9,18,22,45,0.05631805671062153
6,12,22,24,39,0.03853097315047619
6,7,12,24,39,0.035699107139575206
12,19,22,24,28,0.03017970242342416
7,8,19,22,40,0.0233096428755666
4,7,12,24,43,0.018503952980608973
1,7,10,39,49,0.003201692130352204
3,16,28,47,49,0.0022531763955445654
1,3,10,16,28,0.0009761952332857091
5,10,22,24,48,0.0007110532099584888
13,24,28,36,49,0.00011981042281751995
Generation: ,21,#,#,#,fitness,#,#,#,fitness
7,9,12,22,24,0.4275896105344094
5,7,16,44,49,0.3492856369880553
7,8,9,22,45,0.3412190164123448
7,8,21,22,49,0.31205886949670286
1,7,22,39,49,0.29037504796921004
7,8,22,39,49,0.27785750001324255
7,22,41,44,45,0.10154579492994402
7,8,13,22,28,0.07010998293401488
6,7,12,24,39,0.035699107139575206
6,12,22,23,39,0.025176071260115084
5,22,24,43,50,0.0245671241614248
4,7,12,24,43,0.018503952980608973
5,16,18,20,46,0.006347982838373835
6,7,14,24,39,0.004208712931407471
1,7,10,39,49,0.003201692130352204
7,17,39,45,49,0.0010752365234411893
5,10,22,24,48,0.0007110532099584888
9,16,29,47,50,0.0005494831878488787
8,15,30,46,50,0.0004068204034226672
14,19,22,36,39,2.2265777008848316e-05
Generation: ,22,#,#,#,fitness,#,#,#,fitness
7,9,12,22,24,0.4275896105344094
8,22,32,44,49,0.39207408495666746
5,7,16,44,49,0.3492856369880553
7,8,9,22,45,0.3412190164123448
7,8,21,22,49,0.31205886949670286
7,9,22,45,46,0.1574040082154526
7,8,9,13,46,0.10395129955325663
7,22,41,44,45,0.10154579492994402
7,8,9,19,45,0.0890180100695399
8,22,31,45,48,0.05466810979849469
9,13,22,29,43,0.043020613084795774
5,22,24,43,50,0.0245671241614248
7,22,30,41,45,0.023183770355241645
21,24,40,43,50,0.0020255730987065105
5,10,22,24,48,0.0007110532099584888
9,16,29,47,50,0.0005494831878488787
8,13,22,36,45,0.0005423034990341416
10,22,24,27,46,0.00035429363937793687
9,41,47,48,50,6.88945888001652e-05
17,25,35,45,47,1.0364387983789815e-05
Generation: ,23,#,#,#,fitness,#,#,#,fitness
7,9,12,22,24,0.4275896105344094
8,22,32,44,49,0.39207408495666746
5,7,16,44,49,0.3492856369880553
7,8,9,22,45,0.3412190164123448
7,9,22,43,45,0.16629641600126388
7,9,22,39,41,0.07416064342394751
8,9,22,40,45,0.046150597566507044
7,22,30,41,45,0.023183770355241645
6,22,24,30,33,0.013209156029069415
22,26,30,41,45,0.007183092850032994
4,7,21,41,45,0.006150203098332109
22,24,27,40,46,0.004026563569586408
1,6,43,45,48,0.0037547746320430965
9,39,41,48,50,0.00125295006630257
10,22,24,27,46,0.00035429363937793687
25,35,38,45,47,0.00035009617370912075
10,12,24,48,50,0.00011151822191267878
9,28,41,47,48,0.00010009243948684483
9,41,47,48,50,6.88945888001652e-05
17,25,35,45,47,1.0364387983789815e-05
Generation: ,24,#,#,#,fitness,#,#,#,fitness
7,9,12,22,24,0.4275896105344094
7,9,16,22,45,0.40332267768049723
8,22,32,44,49,0.39207408495666746
5,7,16,44,49,0.3492856369880553
7,8,9,22,45,0.3412190164123448
8,9,12,29,45,0.09984793781396993
7,9,16,18,22,0.09205397959497118
1,5,7,45,48,0.04619986732345821
8,9,22,40,45,0.046150597566507044
4,8,9,22,45,0.02899194715102498
7,8,14,22,41,0.02142305535371438
1,6,43,45,48,0.0037547746320430965
8,9,15,40,45,0.0037445712830434857
9,28,29,40,45,0.0029988632475587873
7,8,9,17,22,0.002369896471882686
3,6,19,43,48,0.0011211371368308528
25,35,38,45,47,0.00035009617370912075
10,19,26,29,33,0.00021996399057654567
2,17,23,24,30,3.8251284365305985e-05
17,25,35,45,47,1.0364387983789815e-05
Generation: ,25,#,#,#,fitness,#,#,#,fitness
7,9,12,16,22,0.5581475584295598
7,9,12,22,24,0.4275896105344094
7,9,16,22,45,0.40332267768049723
8,22,32,44,49,0.39207408495666746
5,7,16,44,49,0.3492856369880553
7,8,9,22,45,0.3412190164123448
1,8,32,44,49,0.33011354148874184
7,9,16,22,26,0.1728046991266993
8,9,12,29,45,0.09984793781396993
7,9,16,18,22,0.09205397959497118
5,7,19,39,49,0.06554951893575148
8,27,32,44,49,0.048643071151219734
7,15,25,38,45,0.0031218389075092965
1,35,39,45,47,0.0019389145339760788
4,8,18,29,45,0.0018149401840877914
7,19,27,30,40,0.0005105984158940063
1,17,25,33,42,0.0005020909209486897
25,35,38,45,47,0.00035009617370912075
6,23,35,38,47,8.430085336390709e-05
17,39,40,45,50,1.9629542305034e-05
Generation: ,26,#,#,#,fitness,#,#,#,fitness
7,9,12,16,22,0.5581475584295598
7,9,12,22,24,0.4275896105344094
7,9,16,22,45,0.40332267768049723
8,22,32,44,49,0.39207408495666746
7,9,16,18,22,0.09205397959497118
7,9,12,18,22,0.08962587179814079
7,9,12,15,22,0.047555018651337704
7,9,14,16,45,0.044087235118436284
7,8,9,14,45,0.03729867878981415
25,29,30,31,42,0.0046650785595352
4,9,20,22,25,0.0037368801239751693
1,35,39,45,47,0.0019389145339760788
4,8,18,29,45,0.0018149401840877914
10,12,33,39,46,0.0014774218114271126
6,19,27,31,35,0.001295158773485693
1,7,14,39,47,0.0008159154925441817
2,4,11,20,46,0.0003593354934460145
6,23,38,44,47,0.0001462209742869238
1,37,40,42,47,0.00010619512476395352
6,23,35,38,47,8.430085336390709e-05
Generation: ,27,#,#,#,fitness,#,#,#,fitness
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
7,9,16,22,45,0.40332267768049723
8,22,32,44,49,0.39207408495666746
8,22,25,44,49,0.1807231621705995
8,22,32,38,44,0.06750030106666133
9,12,22,24,27,0.057257531051391315
7,9,14,16,45,0.044087235118436284
12,13,22,28,42,0.029673879171696213
1,21,25,30,32,0.020275743793524884
1,4,9,22,25,0.01866823733487889
3,20,34,40,44,0.005815846461856405
4,9,20,22,25,0.0037368801239751693
6,19,27,31,35,0.001295158773485693
8,10,11,12,28,0.0006177604742734478
6,8,23,38,47,0.00018907791385831382
7,9,22,36,37,0.00015950934510091332
6,23,35,38,47,8.430085336390709e-05
Generation: ,28,#,#,#,fitness,#,#,#,fitness
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
9,12,22,24,49,0.42136060541594816
7,13,16,22,32,0.41453561866912403
7,9,16,22,26,0.1728046991266993
9,12,22,30,32,0.08059130622330041
7,12,18,22,23,0.059814307595172825
2,7,22,26,37,0.005823102350435789
3,20,34,40,44,0.005815846461856405
4,9,20,22,25,0.0037368801239751693
6,19,27,31,35,0.001295158773485693
4,20,22,25,38,0.000822354444120708
1,3,11,17,34,0.0007594231044898762
4,6,27,31,35,0.000390813800152272
8,31,33,36,38,0.0001844275175887837
7,9,22,36,37,0.00015950934510091332
9,10,27,39,43,0.00015641745968722975
2,9,22,36,37,2.9949152513485135e-05
Generation: ,29,#,#,#,fitness,#,#,#,fitness
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
2,8,16,24,34,0.06665504461552943
9,16,22,35,41,0.06415112603360912
9,12,22,24,37,0.060809602472495165
4,9,12,16,22,0.0474234545501081
1,20,22,25,30,0.00795976055721606
4,9,20,22,25,0.0037368801239751693
4,13,33,44,50,0.0030241932720735227
9,11,29,30,37,0.001639869959294401
4,20,22,25,38,0.000822354444120708
4,6,27,31,35,0.000390813800152272
4,6,26,27,31,0.0003123168966976017
11,12,24,29,36,0.0001586793414061785
4,9,10,20,22,9.980879162712793e-05
20,22,25,34,36,9.12112323614463e-05
4,27,30,38,39,8.903232138360647e-05
2,9,22,36,37,2.9949152513485135e-05
Generation: ,30,#,#,#,fitness,#,#,#,fitness
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
7,9,16,22,23,0.28695533323640665
7,12,22,24,26,0.17184625746233692
7,9,12,22,30,0.0833720745361916
9,12,16,22,37,0.07937688454748829
12,16,22,23,48,0.05106751972528296
4,9,12,16,22,0.0474234545501081
4,27,31,32,35,0.0025051934278539387
27,28,30,34,49,0.001974806849101538
4,19,27,31,35,0.0007297447101767414
4,6,27,31,35,0.000390813800152272
4,6,26,27,31,0.0003123168966976017
22,25,34,36,42,0.00018440762207995567
20,22,25,34,36,9.12112323614463e-05
4,6,26,27,37,4.930026332478181e-05
20,22,36,38,49,4.424573898043885e-05
10,30,31,38,48,2.4968081638966904e-05
Generation: ,31,#,#,#,fitness,#,#,#,fitness
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
7,9,16,22,23,0.28695533323640665
7,12,16,22,41,0.21478743660582655
7,9,16,22,29,0.1760215073478237
9,12,16,22,37,0.07937688454748829
7,9,12,22,40,0.07344513966731468
7,9,22,24,48,0.05857742796258083
27,31,32,33,35,0.030351666671839216
12,16,22,37,48,0.014115738972768911
9,25,30,33,38,0.0060063432965549455
9,11,22,35,47,0.0025225050000363403
4,27,31,32,35,0.0025051934278539387
3,6,40,44,50,0.000829066886852405
2,15,25,32,40,0.0006246427708626668
22,25,34,36,42,0.00018440762207995567
3,15,17,29,34,4.8794545791263287e-05
Generation: ,32,#,#,#,fitness,#,#,#,fitness
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
7,9,16,22,29,0.1760215073478237
5,7,9,21,24,0.1610580798930487
9,12,24,26,34,0.09494162954495655
7,9,12,22,30,0.0833720745361916
7,9,12,22,40,0.07344513966731468
7,9,22,24,48,0.05857742796258083
9,12,24,32,50,0.050936717680815216
7,12,15,22,45,0.04460734591821463
6,22,30,45,49,0.011612687512135966
12,15,16,22,27,0.008490190201758008
10,12,16,22,34,0.006664417464892773
9,25,30,33,38,0.0060063432965549455
1,25,30,43,50,0.002285298149166208
2,6,23,25,37,0.0006019633253264488
7,16,30,32,36,0.00020562376856595376
Generation: ,33,#,#,#,fitness,#,#,#,fitness
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
3,7,12,16,22,0.5045270638976719
7,9,16,32,49,0.4922320438389152
9,12,16,22,24,0.4394983151450549
7,9,12,22,24,0.4275896105344094
1,9,12,22,24,0.38857510237205556
7,9,16,22,29,0.1760215073478237
7,12,22,24,41,0.16454587138995824
7,9,12,24,46,0.15891604070322948
9,12,16,22,28,0.10785841639945672
7,16,27,39,49,0.0407468826326696
2,9,22,24,50,0.010670714572218177
1,7,14,15,22,0.006608785439858922
9,25,30,33,38,0.0060063432965549455
2,16,23,27,50,0.0011532937123061864
1,7,9,22,36,0.0010192692861283178
2,6,23,25,37,0.0006019633253264488
10,23,32,37,46,0.0002201891155795748
Generation: ,34,#,#,#,fitness,#,#,#,fitness
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
3,7,12,16,22,0.5045270638976719
9,12,16,22,24,0.4394983151450549
12,13,16,24,49,0.30853007725373227
9,12,16,22,28,0.10785841639945672
3,7,11,12,42,0.07917092072347133
9,16,22,28,44,0.07247907982642703
7,9,19,32,46,0.054891300633721316
9,11,12,16,28,0.04730217550548068
3,7,12,15,16,0.040936361707276096
7,16,27,39,49,0.0407468826326696
5,9,15,16,22,0.03840775446229232
8,16,27,39,49,0.03543276496952127
8,9,12,22,47,0.011961401347021205
7,9,12,31,47,0.011481801800039309
1,7,9,22,36,0.0010192692861283178
5,8,10,22,47,0.00014508849319088242
13,16,36,38,40,1.8844870173189033e-05
Generation: ,35,#,#,#,fitness,#,#,#,fitness
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
3,7,12,16,22,0.5045270638976719
12,13,16,32,49,0.3787537221037617
12,16,22,25,49,0.31788834155902856
12,13,16,24,49,0.30853007725373227
16,22,25,31,34,0.2246326751464263
7,16,39,43,49,0.12895828035123003
3,12,22,26,35,0.05896355168908864
13,16,28,34,49,0.058523216150677085
5,22,24,27,49,0.05750921141205945
3,7,12,15,16,0.040936361707276096
7,16,27,39,49,0.0407468826326696
6,12,24,40,49,0.010328259512796943
2,7,16,27,39,0.0077636510806074616
3,10,12,22,26,0.0018099005373639278
6,19,24,29,37,0.0009786226421426368
13,16,36,38,40,1.8844870173189033e-05
13,27,36,38,40,2.455096417706825e-06
Generation: ,36,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
3,7,12,16,22,0.5045270638976719
12,13,16,32,49,0.3787537221037617
9,12,16,22,42,0.2052736723610276
1,22,32,35,42,0.08816273275340632
1,19,22,39,49,0.08176295390649836
3,16,22,30,49,0.07627671950559341
3,7,12,22,27,0.06572943065288855
5,22,24,27,49,0.05750921141205945
2,24,31,45,46,0.025196866572925754
5,22,24,27,35,0.02262624323144072
12,16,32,47,49,0.01618559786745718
6,12,24,40,49,0.010328259512796943
12,16,30,37,41,0.00434513146046048
1,6,10,24,49,0.0008252449360218681
3,6,12,16,17,0.0003540370498862149
13,16,36,38,40,1.8844870173189033e-05
Generation: ,37,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
1,9,22,32,49,0.46972130808067775
5,12,16,24,49,0.4092891963598941
12,13,16,32,49,0.3787537221037617
9,12,16,22,42,0.2052736723610276
7,12,16,25,26,0.09260247747730238
9,16,22,26,42,0.06355354360195907
1,4,7,16,22,0.055860605344567923
3,7,9,14,16,0.04248525938376142
7,8,9,15,16,0.03935170583104932
12,13,15,16,32,0.033659489246833714
12,22,37,41,49,0.029285362879530832
6,12,24,40,49,0.010328259512796943
12,16,30,37,41,0.00434513146046048
16,22,24,27,47,0.0019323231683159776
8,10,16,19,37,0.0002777709870420213
6,20,30,40,42,0.0001366189133097519
Generation: ,38,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
9,12,16,22,42,0.2052736723610276
12,16,22,27,49,0.09553594579832274
7,12,16,25,26,0.09260247747730238
5,9,12,22,48,0.05854049542466452
7,21,25,26,31,0.04196414789244751
6,13,16,33,44,0.04147656872599302
7,16,25,26,35,0.03587596031582629
7,12,24,25,27,0.030660468022147603
12,22,37,41,49,0.029285362879530832
4,12,22,46,49,0.023657488489121057
8,22,38,40,49,0.013839789469031388
12,24,32,38,40,0.011398195112665295
6,12,24,40,49,0.010328259512796943
7,12,24,32,36,0.0010267640997956142
16,28,37,40,46,0.0009994207883197276
3,4,17,28,29,1.1827373273190378e-05
Generation: ,39,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
1,7,11,16,22,0.31120114001597904
12,16,24,26,49,0.16126655553199418
2,12,16,22,49,0.1339552502197071
6,7,12,22,32,0.10267584360519406
7,12,16,25,26,0.09260247747730238
21,29,31,34,49,0.07312348178822704
7,16,25,26,35,0.03587596031582629
8,19,22,38,49,0.028812613948262154
12,16,22,24,47,0.014440930674547837
8,22,38,40,49,0.013839789469031388
3,5,15,16,26,0.009966189605107808
12,16,17,24,49,0.002614192421558728
16,28,37,40,46,0.0009994207883197276
12,16,17,22,38,0.0006169068066215005
16,28,37,46,47,0.00018717882867529438
5,13,34,36,47,1.231048605990712e-05
Generation: ,40,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
8,22,29,33,49,0.1959494567299619
8,16,19,22,25,0.07892868262916759
12,13,22,26,46,0.05189263461768526
8,19,22,38,49,0.028812613948262154
13,16,37,46,49,0.022336064925499013
4,11,32,34,49,0.019324307334105673
3,8,15,16,26,0.011021137365218656
3,5,15,16,26,0.009966189605107808
2,38,39,45,49,0.006819399220889418
12,16,17,24,49,0.002614192421558728
23,35,44,45,47,0.0016024165942063308
37,38,42,44,46,0.001560979870682874
4,12,27,33,40,0.0010337869035517697
16,28,37,40,46,0.0009994207883197276
8,10,16,38,46,0.0004720653852946236
5,10,23,36,49,6.395481435543201e-06
Generation: ,41,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
7,8,22,46,49,0.24194365655314587
8,22,29,33,49,0.1959494567299619
12,16,22,38,49,0.12103910169078577
7,9,16,22,48,0.07646314969050648
7,8,9,22,37,0.06710482362213568
13,16,26,43,49,0.05141101278500462
2,3,5,16,19,0.019418693998395103
4,32,39,44,49,0.016351218271823526
3,15,16,22,26,0.013679442045978474
3,5,15,16,26,0.009966189605107808
8,16,20,28,42,0.007535543779649134
4,9,12,16,38,0.007454266592103297
23,35,44,45,47,0.0016024165942063308
1,15,18,30,34,0.0010172483955758656
8,10,16,38,46,0.0004720653852946236
15,21,36,45,49,4.352293802731245e-05
Generation: ,42,#,#,#,fitness,#,#,#,fitness
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
8,22,29,33,49,0.1959494567299619
6,8,12,22,49,0.09102027289192229
7,9,16,22,48,0.07646314969050648
12,16,24,37,49,0.07402218765432468
7,16,22,45,48,0.07172362171168455
6,8,16,21,32,0.043959322758025075
22,32,34,43,48,0.03057667695895889
3,13,21,32,38,0.022856458600633782
12,14,22,49,50,0.010892635169454556
16,23,27,38,42,0.002881384730193484
23,35,44,45,47,0.0016024165942063308
8,14,21,22,47,0.00094640067079214
23,35,42,44,47,0.0008149578526166956
8,10,16,38,46,0.0004720653852946236
18,23,35,44,47,0.00036573402049702193
23,29,45,47,48,0.00026592289739153357
Generation: ,43,#,#,#,fitness,#,#,#,fitness
7,8,12,16,22,0.629571709849889
8,12,16,22,49,0.6204002863482934
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
1,7,9,16,22,0.5068459260421005
7,8,16,22,45,0.45493444157131796
5,8,12,16,49,0.4519940845561003
16,22,23,44,45,0.18101053623582067
16,22,31,33,48,0.09198444735158724
6,8,12,22,49,0.09102027289192229
7,16,22,45,48,0.07172362171168455
8,22,24,27,44,0.043399769600368794
7,12,16,19,27,0.025292087601111155
8,16,30,42,46,0.013202335752086673
2,7,45,48,49,0.011962025063803897
4,16,22,23,48,0.004335787887974357
6,12,22,30,50,0.002169158018650529
14,18,23,35,42,0.0009316020874569671
23,35,42,44,47,0.0008149578526166956
18,23,35,44,47,0.00036573402049702193
Generation: ,44,#,#,#,fitness,#,#,#,fitness
7,8,12,16,22,0.629571709849889
8,12,16,22,49,0.6204002863482934
8,12,16,22,32,0.6085731552237433
12,16,22,24,49,0.5617841987253374
7,9,12,16,22,0.5581475584295598
7,8,16,22,45,0.45493444157131796
7,8,16,22,23,0.3236759832910548
