Generation: ,0,#,#,#,fitness
7,9,12,16,31,0.46589459005565503
7,9,12,16,34,0.3999918592906747
7,13,31,33,49,0.3532767505936996
3,9,12,16,32,0.3483484726814987
7,19,31,33,44,0.11452082428740254
7,13,19,31,33,0.10094517160045778
5,7,14,31,49,0.05371248402887193
7,13,14,31,33,0.04229617723387518
5,9,16,44,48,0.03746213042865943
9,16,34,44,48,0.03684968955140503
9,12,31,35,37,0.024992197338197894
16,26,31,38,44,0.02134634825042769
7,9,12,20,27,0.012255343459368132
25,27,35,39,44,0.004673391344042675
11,23,35,39,50,0.00377301557853425
21,24,27,34,48,0.00377258402594039
4,12,27,35,39,0.0013261859110756454
16,34,44,47,48,0.0012107982985436875
4,21,39,47,50,4.4497234578486645e-05
Generation: ,30,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,9,12,16,24,0.40719701988196993
7,9,12,16,34,0.3999918592906747
7,13,31,33,49,0.3532767505936996
13,31,33,46,49,0.141712536916974
9,12,31,35,37,0.024992197338197894
13,16,21,34,40,0.02150581957589441
16,26,31,38,44,0.02134634825042769
8,11,28,35,39,0.009264654939869993
6,8,22,44,48,0.008509303797088152
4,20,22,39,45,0.0036241572013630922
4,12,22,27,46,0.003214750891167464
4,12,27,35,39,0.0013261859110756454
16,34,44,47,48,0.0012107982985436875
9,12,17,33,35,0.001008496168966946
12,15,31,40,48,0.0009547477992427394
4,12,35,39,47,0.00025087153396111724
1,9,10,23,36,5.782230207716567e-06
Generation: ,31,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,9,12,16,24,0.40719701988196993
7,9,12,16,34,0.3999918592906747
13,31,33,46,49,0.141712536916974
12,31,33,35,39,0.10810143995100131
7,9,12,16,40,0.06994239630838485
7,12,16,18,46,0.04441090011286533
6,11,22,24,33,0.04072425238252813
13,25,31,40,49,0.020681735867716156
7,39,41,43,46,0.015151649632145443
6,8,22,44,48,0.008509303797088152
4,13,19,34,49,0.0070491141023956
7,14,27,41,49,0.0030119682480828865
8,14,40,44,46,0.0024410198155418233
7,13,18,30,38,0.001661850732462176
9,12,17,33,35,0.001008496168966946
11,12,16,17,23,0.0008204808455231972
8,10,12,16,47,0.00017584010200325878
Generation: ,32,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,9,12,16,24,0.40719701988196993
12,16,22,24,44,0.38337365124155054
13,31,33,46,49,0.141712536916974
8,11,25,31,33,0.11092036260769315
31,32,33,37,49,0.0819307729460212
14,16,31,32,33,0.07089541716493185
2,13,32,33,34,0.05586216321987165
20,31,41,42,49,0.011491090209435065
6,8,22,44,48,0.008509303797088152
8,13,14,21,46,0.00823083308899465
4,13,19,34,49,0.0070491141023956
7,8,14,19,41,0.005588896472559738
7,14,27,41,49,0.0030119682480828865
2,9,24,25,47,0.0008389145867038903
4,8,9,17,24,0.00014690246850448106
6,9,10,37,42,4.718932818930207e-05
Generation: ,33,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,31,32,45,49,0.4047073592087448
8,11,25,31,33,0.11092036260769315
2,7,13,22,33,0.08063953956692071
14,16,31,32,33,0.07089541716493185
5,7,11,23,43,0.05292617751389853
4,11,31,32,44,0.015360069905380962
2,15,31,32,49,0.009202215444463029
2,7,9,15,31,0.0074475341781916555
7,14,22,27,41,0.003298953756378378
7,14,27,41,49,0.0030119682480828865
2,7,14,27,49,0.0019062263528833332
7,14,28,38,42,0.0009276782961326578
8,9,31,36,49,0.0008022637889476
7,14,41,47,49,0.000569767095494074
9,10,19,20,31,0.0002760962810566813
6,9,10,37,42,4.718932818930207e-05
Generation: ,34,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,16,31,32,50,0.07764414782658156
14,16,31,32,33,0.07089541716493185
7,16,37,43,45,0.02921398999637304
11,27,31,43,49,0.015552295424239063
8,9,18,31,50,0.008646704950506985
7,14,25,35,41,0.003943058509650697
7,14,22,27,41,0.003298953756378378
14,21,22,35,48,0.0022836934658076987
22,27,39,40,41,0.0017422424219190955
2,12,16,46,47,0.0012797525259976455
2,5,28,35,38,0.0012238098457699356
8,9,31,36,49,0.0008022637889476
31,32,35,36,49,0.0004484989866059341
6,9,10,37,42,4.718932818930207e-05
14,17,23,43,48,1.1551409892251258e-05
2,4,35,36,37,1.18566886479006e-06
Generation: ,35,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
9,12,31,32,34,0.33890652534908783
3,7,32,45,49,0.3130399447162191
7,9,12,21,33,0.2679583407753064
7,9,21,31,33,0.2412335159369508
7,9,14,16,31,0.054926208046987876
1,9,31,41,43,0.05175105066471575
7,16,37,43,45,0.02921398999637304
7,16,19,23,40,0.01313374493605203
14,21,22,35,48,0.0022836934658076987
9,27,28,38,46,0.0008853469525769499
32,35,38,48,50,0.000756097194590472
2,4,9,21,37,0.0005901311372620514
6,17,23,35,46,3.952110109504567e-05
14,17,23,43,48,1.1551409892251258e-05
14,21,36,42,48,4.148686633530888e-06
2,4,35,36,37,1.18566886479006e-06
Generation: ,36,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,25,31,32,33,0.2604884749434989
7,16,43,44,49,0.188246825032584
1,9,31,41,43,0.05175105066471575
9,24,31,41,43,0.04484143794320577
3,7,9,31,40,0.04269044898964538
9,16,20,24,43,0.031368784611095435
7,16,37,43,45,0.02921398999637304
16,32,33,48,50,0.012162614823161295
5,11,15,43,46,0.0036137239619381256
4,14,21,31,44,0.0020491523952017618
2,4,9,21,37,0.0005901311372620514
2,4,9,14,37,0.00013456926138458956
17,18,21,35,46,4.349873187363774e-05
6,17,23,35,46,3.952110109504567e-05
4,9,17,23,28,2.133051937077264e-05
9,31,36,48,50,1.707232414788209e-05
Generation: ,37,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,13,22,32,33,0.4151616416993036
7,9,12,24,31,0.3569158071254505
1,7,13,33,46,0.14505678637130176
22,24,32,33,48,0.07560819032515852
21,25,32,33,35,0.05799820891086809
9,24,31,41,43,0.04484143794320577
7,16,37,43,45,0.02921398999637304
7,37,43,45,46,0.011401290767582369
13,18,31,32,50,0.007390497993899056
6,7,27,33,48,0.0018584125717332207
7,27,30,37,46,0.0007648500831552975
17,21,34,39,49,0.0005950449226096356
17,18,21,25,35,4.831663124562254e-05
17,18,21,35,46,4.349873187363774e-05
9,17,23,28,38,4.2591371965348584e-05
4,9,17,23,28,2.133051937077264e-05
14,17,27,28,40,1.3524432359736834e-06
Generation: ,38,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,12,31,33,45,0.43767633275064327
7,13,22,32,33,0.4151616416993036
21,25,32,33,35,0.05799820891086809
22,25,28,33,45,0.045114048915301345
9,26,31,33,40,0.01953860963121352
9,15,16,31,43,0.017278438340986708
2,12,22,26,35,0.015886642502724316
7,37,43,45,46,0.011401290767582369
20,24,25,31,38,0.0063615319039327664
10,21,25,32,49,0.0017042252774420177
2,12,29,41,48,0.0015728461277380993
7,17,25,45,46,0.0004233334687615642
4,6,11,23,28,0.00039322598404621233
7,9,31,35,36,0.00036297906213897884
1,15,26,30,50,0.0003283780315062986
17,18,21,35,46,4.349873187363774e-05
4,9,17,23,28,2.133051937077264e-05
Generation: ,39,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,12,31,33,45,0.43767633275064327
16,22,25,28,33,0.06412352209689617
22,25,28,33,45,0.045114048915301345
7,9,19,23,25,0.03245205114035015
2,12,22,26,35,0.015886642502724316
7,12,16,38,50,0.015136836910331413
6,9,12,22,38,0.01389247200663134
18,31,32,48,49,0.012663538571800921
22,28,32,44,48,0.012121594651700589
2,12,29,41,48,0.0015728461277380993
9,12,27,31,47,0.0015375013959530405
2,26,29,30,45,0.0013292924499910676
17,25,33,41,45,0.0003222917235653404
4,6,12,19,40,0.0003184443938082013
3,4,9,41,47,0.00022370015773474903
2,12,15,17,33,5.547965497090875e-05
4,9,17,23,28,2.133051937077264e-05
Generation: ,40,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,12,31,33,45,0.43767633275064327
3,33,34,43,49,0.1511152056550673
7,9,19,23,25,0.03245205114035015
12,14,20,33,41,0.004277383036079859
2,12,14,19,45,0.0029436413327724024
12,15,16,29,37,0.002636586017572552
21,29,48,49,50,0.0019134792255275839
2,12,29,41,48,0.0015728461277380993
9,12,27,31,47,0.0015375013959530405
2,12,27,38,41,0.0008258371527087962
18,23,24,45,47,0.0007987607248278424
12,24,27,46,47,0.000699215710730874
4,11,14,30,33,0.0004890516734767243
17,25,33,41,45,0.0003222917235653404
9,23,29,31,36,0.00015202097658289913
9,10,24,26,47,3.697484700696433e-05
Generation: ,41,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
3,8,24,31,45,0.20272881812290164
1,5,16,33,42,0.18133928631558133
9,13,31,34,41,0.06160931589664713
7,9,19,23,25,0.03245205114035015
7,9,21,23,38,0.02270447535565181
13,14,16,21,46,0.009728888137298023
2,12,38,41,45,0.004459780164343342
9,16,18,19,50,0.003194302723595748
7,9,27,40,41,0.0027012783690786553
24,25,37,38,41,0.0016377066588730384
7,12,16,17,39,0.0015520427542062589
9,12,27,31,47,0.0015375013959530405
2,12,27,38,41,0.0008258371527087962
2,7,8,38,47,0.0004575692459492127
17,25,33,41,45,0.0003222917235653404
3,17,33,40,45,0.00022980294052219835
Generation: ,42,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
3,8,24,31,45,0.20272881812290164
1,9,12,26,44,0.09526230852986639
1,16,33,35,42,0.08940881547797996
7,9,12,14,33,0.06110329335827086
3,11,18,33,46,0.014660664845478701
24,27,31,35,39,0.01106467862133081
4,9,16,25,42,0.007194774007605568
7,12,16,17,39,0.0015520427542062589
2,7,8,38,47,0.0004575692459492127
3,17,33,40,45,0.00022980294052219835
4,16,17,32,39,0.000127378030581503
2,13,30,35,47,0.00010943743349616232
17,33,40,45,50,4.3862614184166803e-05
4,20,37,38,48,3.3339741133411336e-05
7,14,15,33,36,1.4336716214319556e-05
10,12,31,36,39,6.662851936470615e-06
Generation: ,43,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
7,8,9,12,33,0.4503627149515261
1,5,9,12,31,0.3239058621778643
8,25,31,32,49,0.21684055760565074
2,9,12,16,33,0.09994941329106138
14,24,31,32,35,0.020455620763373032
13,23,24,30,39,0.011076656112130295
7,20,23,28,50,0.0015687894655762172
7,12,16,17,39,0.0015520427542062589
3,15,19,30,34,0.0013307974209996075
2,7,8,38,47,0.0004575692459492127
10,16,33,35,50,0.00042345770441666434
8,17,29,32,39,0.0004002843020553877
39,40,45,46,47,0.000298570113901197
4,16,17,32,39,0.000127378030581503
12,17,27,30,35,2.6126513415124522e-05
7,14,15,33,36,1.4336716214319556e-05
Generation: ,44,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
9,31,33,34,43,0.1528400618842216
7,12,25,33,46,0.12007256144616785
1,2,9,16,22,0.09516436751884426
7,9,31,38,49,0.07572300577238877
8,29,32,35,39,0.030899377312043404
8,23,29,32,38,0.015100708628068456
2,8,29,32,39,0.014963952086640211
7,28,31,32,40,0.014843589017445867
9,12,16,37,40,0.009946849059711499
6,7,39,42,48,0.002284212721865271
7,12,16,17,39,0.0015520427542062589
3,15,19,30,34,0.0013307974209996075
8,17,29,32,39,0.0004002843020553877
1,17,20,22,28,0.00011293037076341047
2,12,13,15,17,3.1946914940706405e-05
12,17,27,30,35,2.6126513415124522e-05
Generation: ,45,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,8,12,22,49,0.6035898379440868
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,9,12,16,31,0.46589459005565503
22,32,33,42,44,0.17322092680495627
7,12,35,43,49,0.10566734186417817
9,12,16,27,33,0.07128322118832647
7,8,9,31,40,0.05327107481021401
26,31,33,35,45,0.05253653257818192
24,29,31,35,39,0.026077798943842108
8,23,29,32,38,0.015100708628068456
12,14,21,33,41,0.012165780338610927
9,12,16,37,40,0.009946849059711499
5,7,17,33,49,0.002612625875635247
6,29,35,39,42,0.002038693424617871
12,27,32,38,50,0.0019062423825585428
7,12,16,17,39,0.0015520427542062589
1,8,29,38,47,0.0006989463621949757
8,17,29,32,39,0.0004002843020553877
Generation: ,46,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,8,12,22,49,0.6035898379440868
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
1,12,16,33,45,0.45377409272154573
22,32,33,42,44,0.17322092680495627
7,12,35,43,49,0.10566734186417817
3,7,8,42,43,0.061593668943564994
5,21,30,32,34,0.03045676937535054
24,29,31,35,39,0.026077798943842108
6,9,19,31,33,0.019797740735642565
28,31,32,33,50,0.015026889947863407
3,13,19,39,43,0.014808810872043575
11,24,28,32,38,0.007702927304685974
7,12,35,38,50,0.005709615800420171
11,23,25,26,30,0.003366194106887163
12,27,32,38,50,0.0019062423825585428
7,8,14,24,47,0.0013344892956534602
9,13,17,37,45,0.00015392750683678326
24,36,40,43,49,5.995334218681417e-05
Generation: ,47,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,8,12,22,49,0.6035898379440868
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
1,12,16,33,45,0.45377409272154573
8,9,12,16,19,0.1266205919219109
7,8,12,22,50,0.0814711755554786
6,7,9,31,33,0.07031020335160974
3,7,8,42,43,0.061593668943564994
7,9,24,27,31,0.047758465073325304
11,12,16,34,50,0.03266669670446823
5,21,30,32,34,0.03045676937535054
1,12,16,33,47,0.015895260071218484
7,16,19,31,47,0.004307269239769464
7,9,17,33,49,0.0025614053876023375
7,8,14,24,47,0.0013344892956534602
3,4,5,6,19,0.0012892344855471595
8,30,35,42,47,0.00031447183868850274
6,18,38,44,48,0.00025386892364999636
1,17,36,37,42,3.217893986407057e-07
Generation: ,48,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,8,12,22,49,0.6035898379440868
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
7,8,12,22,25,0.27291562487897664
7,31,33,38,49,0.10111109243852774
9,28,31,33,49,0.08878793092295195
6,7,9,31,33,0.07031020335160974
3,7,8,42,43,0.061593668943564994
7,9,24,27,31,0.047758465073325304
9,11,14,33,46,0.011593555310412215
8,24,30,35,42,0.009775466610418861
8,15,22,25,28,0.004615193486012506
7,20,29,40,42,0.001862303953000885
9,12,33,47,48,0.0017985738356181588
6,9,20,31,48,0.0017033764709855912
6,7,10,31,33,0.0010853673966408116
2,12,20,41,48,0.0009065720271425955
8,30,35,42,47,0.00031447183868850274
3,8,30,36,42,4.6123308620123766e-05
Generation: ,49,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,8,12,22,49,0.6035898379440868
7,31,32,33,49,0.5761055141022837
1,9,12,16,33,0.4837596812514111
7,9,12,31,33,0.46659817433134954
9,13,16,22,33,0.34032525925153306
7,8,22,26,33,0.1952122607966327
7,8,12,20,22,0.11142145177053159
9,28,31,33,49,0.08878793092295195
6,7,9,31,33,0.07031020335160974
3,22,31,48,49,0.059700174235036804
9,28,33,38,49,0.016719644194278585
7,9,20,33,48,0.012906503581444934
8,24,30,35,42,0.009775466610418861
6,9,28,32,44,0.009523438417931024
4,6,7,12,22,0.009024950958205023
11,25,29,40,44,0.00394807283230106
20,22,28,33,37,0.0036222025409638433
2,12,20,41,48,0.0009065720271425955
6,16,17,47,49,1.2672349246218168e-05
4,36,39,46,47,5.361236056150862e-07
Generation: ,0,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
9,12,13,18,26,0.015250665490516816
2,9,22,27,33,0.014043888748073967
8,26,28,33,41,0.010368926676197886
11,18,22,25,46,0.009828431136136009
5,13,28,30,32,0.00871764547785072
19,32,39,45,48,0.008106725773840548
3,6,13,33,38,0.007094266514787627
8,9,18,23,50,0.004937936999130209
11,13,14,24,48,0.002330431549943572
3,5,17,25,44,0.0005377837952992597
1,28,29,35,47,0.00035495693912993947
3,7,15,19,47,0.00028386248681729986
2,5,15,20,38,0.00026021850906816625
5,17,22,40,46,0.00015081861284295725
1,32,36,37,38,2.856924730043733e-05
4,17,23,28,44,1.8606576663104507e-05
14,27,34,36,49,1.6232068190582195e-05
12,13,17,18,47,8.123066436389716e-06
10,19,25,27,47,3.3027243191469543e-06
17,35,36,37,44,2.5102734587467973e-07
Generation: ,1,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
2,7,8,31,43,0.04065290646522235
9,11,14,22,33,0.031194357586254357
18,22,33,41,44,0.023858179850502096
9,12,13,18,26,0.015250665490516816
2,9,22,27,33,0.014043888748073967
8,26,28,33,41,0.010368926676197886
8,25,45,46,48,0.010048393975127804
11,18,22,25,46,0.009828431136136009
8,9,18,23,50,0.004937936999130209
3,4,19,33,46,0.004489530936301476
9,11,15,22,30,0.00345347892029908
3,4,14,33,43,0.001987392457721319
4,12,13,18,26,0.0016808094184760569
3,17,18,22,25,0.00018116815346432355
29,36,42,44,49,0.00010368170827495645
17,18,29,41,49,4.987750971520572e-05
19,33,34,36,48,4.143196404998492e-05
14,27,34,36,49,1.6232068190582195e-05
12,13,17,18,47,8.123066436389716e-06
10,19,25,27,47,3.3027243191469543e-06
Generation: ,2,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,18,21,22,0.0421090874984551
2,7,8,31,43,0.04065290646522235
9,11,14,22,33,0.031194357586254357
9,25,33,34,37,0.025365528266881675
18,22,33,41,44,0.023858179850502096
9,12,13,18,26,0.015250665490516816
8,26,28,33,41,0.010368926676197886
10,16,33,45,49,0.005851546477562771
3,4,19,33,46,0.004489530936301476
1,10,12,25,33,0.0032372130542590366
4,12,18,26,33,0.002918927438908549
14,15,22,24,29,0.0018072557418736248
4,12,13,18,26,0.0016808094184760569
13,26,30,35,37,0.0010138821556026523
4,5,23,26,48,0.0009521955182552795
9,10,14,33,44,0.0004886480247490166
7,11,17,29,30,7.512259220487827e-05
17,18,29,41,49,4.987750971520572e-05
2,4,17,21,33,2.782884124571087e-05
7,14,17,25,50,2.290163958195144e-05
Generation: ,3,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
16,22,23,29,33,0.12092688344825143
8,11,23,34,49,0.10526621639048066
1,9,18,21,22,0.0421090874984551
2,7,8,31,43,0.04065290646522235
9,11,14,22,33,0.031194357586254357
8,12,28,29,31,0.031181455555759935
9,25,33,34,37,0.025365528266881675
6,9,12,22,50,0.010891909432648483
8,26,28,33,41,0.010368926676197886
7,11,23,28,29,0.00968588788981841
7,13,18,25,38,0.004822848614403794
14,33,41,42,43,0.003662251028448695
7,30,35,44,50,0.003472184616964208
1,10,12,25,33,0.0032372130542590366
15,21,32,34,40,0.0029880667843749393
2,15,35,39,40,0.00025903222076870813
6,7,11,17,33,0.0002406650174258167
7,11,17,29,30,7.512259220487827e-05
10,12,20,33,47,3.6839719780053984e-05
2,4,17,21,33,2.782884124571087e-05
Generation: ,4,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
18,23,24,33,49,0.044233567708749956
1,9,18,21,22,0.0421090874984551
2,7,8,31,43,0.04065290646522235
8,11,23,29,34,0.033713188566206455
9,11,14,22,33,0.031194357586254357
9,30,33,35,49,0.030357159786274575
1,9,18,21,45,0.028212899016557217
8,11,26,41,49,0.024313632011481158
2,8,19,25,31,0.01203488175648254
8,26,28,33,41,0.010368926676197886
7,11,23,28,29,0.00968588788981841
1,26,28,33,48,0.0050074970013540155
4,8,12,23,28,0.004793997962572592
4,33,34,37,41,0.0018613783080871497
7,18,21,33,47,0.0014521075635089034
2,15,35,39,40,0.00025903222076870813
3,14,23,27,36,7.635340536565266e-06
Generation: ,5,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
19,22,31,45,46,0.051795239753284116
18,23,24,33,49,0.044233567708749956
9,30,33,35,49,0.030357159786274575
8,11,26,41,49,0.024313632011481158
16,21,23,30,44,0.018422301229672842
1,13,22,29,50,0.01591616643029573
8,33,39,41,50,0.010611855490052795
8,26,28,33,41,0.010368926676197886
8,11,23,26,28,0.008268750838587614
18,22,26,27,31,0.004342323419234656
24,30,37,45,46,0.0032523968970269387
25,26,28,33,37,0.0025468719416339787
7,18,21,33,47,0.0014521075635089034
2,23,32,45,47,0.0011154756011957244
8,10,23,24,35,0.001060011773727659
9,17,18,41,43,5.239805580837905e-05
2,23,30,47,48,3.3588737436087554e-05
Generation: ,6,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
19,22,31,45,46,0.051795239753284116
2,7,24,33,46,0.039812202537130005
6,7,26,45,49,0.021712302498332944
19,34,41,43,45,0.012913445588200225
8,26,28,33,41,0.010368926676197886
7,23,26,28,43,0.008513533889666924
8,11,23,26,28,0.008268750838587614
12,14,22,27,45,0.008047246504621351
2,11,30,31,49,0.007900030373024818
9,20,21,40,45,0.004627892209283626
24,30,37,45,46,0.0032523968970269387
25,26,28,33,37,0.0025468719416339787
21,30,39,42,48,0.001203254480983502
9,12,15,20,40,0.0010840305290874858
5,15,18,19,35,0.0008091616280673522
10,11,19,34,41,0.00023736129797659092
4,17,21,26,34,3.4505906461522314e-05
Generation: ,7,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
19,22,31,45,46,0.051795239753284116
3,24,25,45,46,0.04625088565281139
11,24,31,38,49,0.03661012814944954
2,5,26,34,49,0.02273797040876653
19,34,41,43,45,0.012913445588200225
7,8,24,31,47,0.010190453489400161
12,15,30,39,49,0.00398344464542932
24,30,37,45,46,0.0032523968970269387
25,26,28,33,37,0.0025468719416339787
6,28,44,48,49,0.0017264839510915612
21,30,39,42,48,0.001203254480983502
3,14,20,27,31,0.001176641433343246
12,23,31,47,48,0.0010505235238421201
1,6,30,37,50,0.00025954371569169123
24,30,38,45,47,0.00024500903978578775
3,13,16,17,27,0.00018621629823214501
15,26,30,37,46,0.00015497999996991302
Generation: ,8,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
19,22,31,45,46,0.051795239753284116
9,15,22,23,31,0.022026875120374528
1,23,43,45,50,0.012429069796153401
25,30,31,33,41,0.012274304724410557
7,8,24,31,47,0.010190453489400161
11,20,22,23,30,0.004787455799415495
12,15,30,39,49,0.00398344464542932
15,16,25,40,49,0.003485961458802405
24,30,37,45,46,0.0032523968970269387
15,29,33,35,38,0.0012203870167498793
2,13,15,38,44,0.0007251556899308409
13,19,34,37,47,0.0003032920777889064
1,6,30,37,50,0.00025954371569169123
1,15,24,37,47,0.00014721831319665488
4,10,12,30,49,9.983833847860985e-05
3,7,17,41,47,1.715253475967217e-05
8,15,17,37,47,8.985394238284802e-07
Generation: ,9,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
8,16,31,34,42,0.14938325461067115
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
19,22,31,45,46,0.051795239753284116
9,15,22,23,31,0.022026875120374528
1,23,43,45,50,0.012429069796153401
7,19,23,40,45,0.009240234973225573
8,9,20,23,28,0.007906803592355256
11,20,22,23,30,0.004787455799415495
15,16,25,40,49,0.003485961458802405
4,6,9,22,42,0.002556952487156566
9,25,34,43,47,0.0018600568577421136
14,21,23,27,42,0.0010086376478761652
5,15,19,40,46,0.0006860509009810803
1,4,15,18,46,0.00029194967144767936
4,11,18,30,43,0.00028166391931882823
17,18,19,22,35,6.369682365516283e-05
3,20,24,36,43,5.702248087984219e-05
3,17,22,23,47,3.210648580251133e-05
Generation: ,10,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
8,16,31,34,42,0.14938325461067115
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
8,24,30,34,42,0.019502505966281485
8,28,34,39,42,0.014361066559839392
7,9,19,45,50,0.013616204804409473
1,23,43,45,50,0.012429069796153401
7,19,23,40,45,0.009240234973225573
21,28,32,37,45,0.006481695007708716
7,24,31,43,47,0.00496641690880131
16,20,45,46,48,0.004849047985669741
11,15,25,46,49,0.004761253706722189
15,16,25,40,49,0.003485961458802405
14,30,37,46,49,0.0006640648232582918
4,7,15,38,45,0.0005953075360257817
4,11,18,30,43,0.00028166391931882823
22,29,31,36,43,0.00017531368283326117
15,17,25,32,46,4.955678019149219e-05
10,13,28,40,42,4.4219904960802094e-05
Generation: ,11,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
8,16,31,34,42,0.14938325461067115
16,22,23,29,33,0.12092688344825143
7,8,23,31,43,0.11139850482069188
8,11,23,34,49,0.10526621639048066
3,8,16,34,37,0.0446808443025323
9,26,31,43,44,0.03999483970250629
16,24,29,41,43,0.020943123841238094
7,19,23,40,45,0.009240234973225573
14,19,34,44,45,0.008148916452912094
16,20,45,46,48,0.004849047985669741
