Generation,BestFitness,AverageFitness
0,0.015250665490516816,0.004117082170994526
1,0.10487739883139102,0.017916783166227225
2,0.10487739883139102,0.016773721273572538
3,0.10487739883139102,0.026129641742122685
4,0.10487739883139102,0.022683759636784477
5,0.10487739883139102,0.02718576472276526
6,0.3342822879623018,0.05005759398001516
7,0.3342822879623018,0.04644878550763606
8,0.3342822879623018,0.03937937425118851
9,0.3342822879623018,0.05309162520598497
10,0.3342822879623018,0.05776695803140913
11,0.3342822879623018,0.05601579900497394
12,0.3342822879623018,0.05798321587632571
13,0.3342822879623018,0.055279726144605724
14,0.3342822879623018,0.055919585243913564
15,0.4251086881430584,0.08605403714418537
16,0.4251086881430584,0.07109720769195277
17,0.4251086881430584,0.07870877276679475
18,0.4251086881430584,0.0766481681236561
19,0.4251086881430584,0.06613306516653193
20,0.4251086881430584,0.06878564356716187
21,0.4251086881430584,0.08497650265035094
22,0.4251086881430584,0.10430350462326518
23,0.4251086881430584,0.09925132718637328
24,0.4742795611753633,0.1312578193025819
25,0.4742795611753633,0.12394544507274737
26,0.4954422761587451,0.1322285783655855
27,0.4954422761587451,0.1678533662763892
28,0.4954422761587451,0.14749967085133703
29,0.4954422761587451,0.13190560459193895
30,0.4954422761587451,0.1323461240661139
31,0.4954422761587451,0.11711902057945489
32,0.4954422761587451,0.13623167224099625
33,0.4954422761587451,0.11504874295406553
34,0.6199420492218803,0.13740575795818621
35,0.6199420492218803,0.11609985686982212
36,0.6199420492218803,0.11282852880252195
37,0.6199420492218803,0.11774557648036607
38,0.6199420492218803,0.12142486888363258
39,0.6199420492218803,0.14167989323652885
40,0.6199420492218803,0.1324543295549362
41,0.6478705893213407,0.15676332651526043
42,0.6478705893213407,0.15438551438305506
43,0.6478705893213407,0.15290814902365904
44,0.6478705893213407,0.15258066735096779
45,0.6478705893213407,0.13142147006266242
46,0.6478705893213407,0.1705144981435637
47,0.6478705893213407,0.15514785306485024
48,0.6478705893213407,0.1375973183028772
49,0.6478705893213407,0.1762011340018255
Generation,BestFitness,AverageFitness
0,0.015250665490516816,0.004117082170994526
1,0.13374495037493825,0.011492971018719017
2,0.13374495037493825,0.02766648493369796
3,0.13374495037493825,0.04265390896827721
4,0.13374495037493825,0.03318482571527388
5,0.21737511197950588,0.05476806880611744
6,0.21737511197950588,0.04721004297297515
7,0.21737511197950588,0.05893280055059279
8,0.21737511197950588,0.04975872598963383
9,0.22202584113157245,0.04933105534910918
10,0.25551344882627625,0.05908184847526987
11,0.3412190164123448,0.0771197438650559
12,0.3412190164123448,0.08897663144197908
13,0.3412190164123448,0.10395101177377271
14,0.3412190164123448,0.0898778829936766
15,0.3412190164123448,0.0821055439992319
16,0.3412190164123448,0.060157339426101485
17,0.3412190164123448,0.08023131849197168
18,0.3412190164123448,0.09765427645911359
19,0.4275896105344094,0.11901258299237853
20,0.4275896105344094,0.13055783006339253
21,0.4275896105344094,0.1145255480910731
