Generation,BestFitness,AverageFitness
22,0.4275896105344094,0.12119239570840197
23,0.4275896105344094,0.09282658879675369
24,0.4275896105344094,0.11313831649918067
25,0.5581475584295598,0.1644496871322341
26,0.5581475584295598,0.10540975387393628
27,0.5581475584295598,0.15787813982206955
28,0.5581475584295598,0.1550180914857388
29,0.5581475584295598,0.1094737753857844
30,0.5581475584295598,0.13292149714156537
31,0.5617841987253374,0.17201088487192714
32,0.5617841987253374,0.16363460275729041
33,0.5617841987253374,0.22767845481031074
34,0.5617841987253374,0.17105926010751632
35,0.5617841987253374,0.18838244004200608
36,0.6204002863482934,0.18925268508196805
37,0.6204002863482934,0.20420172081287907
38,0.6204002863482934,0.14698274066437783
39,0.6204002863482934,0.16146841057638525
40,0.6204002863482934,0.13402588566831192
41,0.6204002863482934,0.15393148891114966
42,0.6204002863482934,0.14359953169308778
43,0.629571709849889,0.216094527079909
44,0.629571709849889,0.2444374740533915
45,0.629571709849889,0.2516038922135798
46,0.6359895238834506,0.24197950190901613
47,0.6359895238834506,0.1821179825678783
48,0.6359895238834506,0.21241027023031264
49,0.6359895238834506,0.15410405357384444
Generation,BestFitness,AverageFitness
0,0.015250665490516816,0.004117082170994526
1,0.058743093350784696,0.008964228285917288
2,0.058743093350784696,0.009462200284379564
3,0.06252780803256844,0.013452367898026799
4,0.07045234784619998,0.01752771048345923
5,0.3532767505936996,0.0416529371742453
6,0.3532767505936996,0.03343428595501126
7,0.3532767505936996,0.06141330119872838
8,0.3532767505936996,0.0771034991531196
9,0.3532767505936996,0.06436295673189393
10,0.3532767505936996,0.05355872038926439
11,0.3532767505936996,0.05426938930029833
12,0.3532767505936996,0.0667847541522762
13,0.3532767505936996,0.059149441132961146
14,0.3532767505936996,0.06779617381584678
15,0.3532767505936996,0.06995999543986556
16,0.3532767505936996,0.06594308077741859
17,0.3532767505936996,0.08534850628669927
18,0.3532767505936996,0.06791015899810632
19,0.3532767505936996,0.06942563600165419
20,0.3532767505936996,0.07946145879489526
21,0.3532767505936996,0.06394748980775168
22,0.3532767505936996,0.07061911491057235
23,0.3532767505936996,0.0667034893439746
24,0.3532767505936996,0.0633899229361547
25,0.3999918592906747,0.11166124523686241
26,0.3999918592906747,0.09268034269276335
27,0.46589459005565503,0.10739491428189854
28,0.5761055141022837,0.11389760270978515
29,0.5761055141022837,0.13013990126475963
30,0.5761055141022837,0.14282770132382833
31,0.5761055141022837,0.13648768050067828
32,0.5761055141022837,0.1610283028234779
33,0.5761055141022837,0.13433493694629908
34,0.5761055141022837,0.10703973376296239
35,0.5761055141022837,0.16192474581135038
36,0.5761055141022837,0.12955162733125727
37,0.5761055141022837,0.13277807634488104
38,0.5761055141022837,0.1269932420557361
39,0.5761055141022837,0.10815231022293999
40,0.5761055141022837,0.13159035696156518
41,0.5761055141022837,0.12599194539189626
42,0.5761055141022837,0.12381778725161788
43,0.5761055141022837,0.15605740684548106
44,0.5761055141022837,0.12638253867322385
45,0.6035898379440868,0.15622134335010723
46,0.6035898379440868,0.15253552987886737
47,0.6035898379440868,0.15303305961539565
48,0.6035898379440868,0.1403115598737814
49,0.6035898379440868,0.15311252737964828
