Generation: ,0,#,#,#,fitness
18,25,28,35,45,0.0025983042440849637
4,7,21,25,27,0.0017104459842789729
12,21,36,45,50,6.713110039725398e-05
3,8,15,31,36,6.444707940085941e-05
Generation: ,27,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
3,7,8,16,33,0.41812587321177014
1,16,24,31,32,0.4177109789786334
9,12,16,24,32,0.39361548702110805
3,7,16,33,45,0.34771297319460104
1,3,7,16,23,0.21839613151016385
3,7,9,13,32,0.2007444546975234
3,7,16,32,43,0.19135457658545632
2,7,8,9,32,0.07934546100908964
3,12,24,33,50,0.04903252354194881
9,19,24,31,46,0.04028425919565767
3,9,20,33,42,0.02412785408654015
1,12,16,30,48,0.012830850655225996
8,9,27,32,38,0.009600492500466969
15,16,19,23,32,0.008220333927405126
7,9,14,37,42,0.0031023266833632318
18,25,28,35,45,0.0025983042440849637
4,7,21,25,27,0.0017104459842789729
12,15,28,40,49,0.0014719909847547886
2,4,18,21,35,0.00034443342340055317
15,16,19,47,48,5.74000412463145e-05
Generation: ,28,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
3,7,8,16,33,0.41812587321177014
1,16,24,31,32,0.4177109789786334
9,12,16,24,32,0.39361548702110805
3,7,16,33,45,0.34771297319460104
12,16,23,24,32,0.2626901958391072
3,7,16,32,43,0.19135457658545632
8,16,23,26,33,0.09564685718260281
7,9,16,31,50,0.06192351791666076
1,5,7,31,48,0.05755823692582488
9,19,24,31,46,0.04028425919565767
19,23,24,32,46,0.028845853480696553
3,8,11,28,43,0.015319216757498708
15,16,19,23,32,0.008220333927405126
12,16,18,23,48,0.007809200542145037
4,7,8,19,25,0.006045000177689824
6,7,15,21,45,0.003222141331351918
21,33,35,37,50,0.0025472266957844614
15,19,31,35,43,0.002380449869991001
3,5,17,31,40,0.00021870075527101072
15,16,19,47,48,5.74000412463145e-05
Generation: ,29,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,22,24,31,33,0.5140063319565746
3,7,8,16,33,0.41812587321177014
1,16,24,31,32,0.4177109789786334
9,12,16,24,32,0.39361548702110805
3,7,16,33,45,0.34771297319460104
19,24,32,33,39,0.06628122838243951
12,16,19,24,46,0.05965963681577711
1,5,7,31,48,0.05755823692582488
3,6,7,8,45,0.04309354832661323
19,23,24,32,46,0.028845853480696553
3,15,23,31,45,0.013340134612415065
1,14,24,30,31,0.007615400137731254
4,7,8,19,25,0.006045000177689824
3,5,24,27,50,0.005011835068026613
2,3,4,7,41,0.0021507888055803813
16,24,27,31,47,0.0016129406941967886
1,32,34,36,39,0.000421934723400712
11,20,35,37,40,0.00041875044759720037
7,8,10,19,27,0.00025445867697314366
15,16,19,47,48,5.74000412463145e-05
Generation: ,30,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,22,24,31,33,0.5140063319565746
3,7,8,16,33,0.41812587321177014
1,16,24,31,32,0.4177109789786334
9,12,16,24,32,0.39361548702110805
8,12,16,25,32,0.25123111964331446
1,7,16,25,31,0.24451943548423916
5,8,16,25,46,0.0819203035225232
7,22,29,35,44,0.05791653032699868
3,6,7,8,24,0.04692409798805393
3,6,7,8,45,0.04309354832661323
3,8,12,23,38,0.034519377309925124
1,5,9,19,37,0.014386294614552165
3,15,23,31,45,0.013340134612415065
6,7,16,24,50,0.010586545741950476
4,7,8,19,25,0.006045000177689824
3,21,25,32,47,0.0025652499436125626
2,15,19,32,48,0.0004001249915504201
16,18,24,40,47,0.0002984559218750017
7,15,25,29,47,0.0002034284424504217
15,16,19,47,48,5.74000412463145e-05
Generation: ,31,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
3,7,8,16,33,0.41812587321177014
1,16,24,31,32,0.4177109789786334
9,12,16,24,32,0.39361548702110805
1,7,16,25,31,0.24451943548423916
6,16,31,32,46,0.03531094242783423
7,21,33,40,43,0.019908398476730968
1,5,9,19,37,0.014386294614552165
6,7,16,24,50,0.010586545741950476
18,24,32,40,44,0.007451518687776824
5,10,24,32,33,0.004781657364835066
12,15,25,29,35,0.0031158887600380753
7,10,16,24,50,0.0008354701964845254
14,16,18,33,47,0.0003403503459425072
16,18,24,40,47,0.0002984559218750017
10,15,20,31,49,0.00010976224486928621
14,15,17,23,50,2.3158843784879532e-06
6,17,26,28,36,6.112562345773747e-08
Generation: ,32,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
3,7,8,16,33,0.41812587321177014
1,16,24,31,32,0.4177109789786334
3,24,32,33,49,0.3508882889977176
16,24,28,31,32,0.08882456202580219
8,18,24,32,33,0.07333600696382596
7,8,28,32,35,0.04106918048330799
7,8,12,25,50,0.03363292395954399
14,23,24,31,32,0.027145447526867848
8,18,24,33,40,0.010261096567880778
18,24,32,40,44,0.007451518687776824
4,9,22,27,33,0.006355257217437155
7,14,23,32,40,0.005175373061392021
5,10,24,32,33,0.004781657364835066
7,10,16,24,50,0.0008354701964845254
11,14,19,40,43,0.0005877940738424284
10,24,37,44,50,7.773658148553185e-05
11,17,32,37,40,2.882624169357626e-05
Generation: ,33,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
3,7,8,16,33,0.41812587321177014
1,22,31,39,49,0.26160772031977
7,23,24,31,32,0.23008280364892789
5,16,25,29,32,0.07164615201306268
3,7,22,33,50,0.06715955175516578
3,7,29,32,35,0.053751166183005065
14,23,24,31,32,0.027145447526867848
2,13,16,29,33,0.024236119628789743
19,22,29,32,41,0.01793743649210722
7,18,32,40,44,0.009463169297479996
18,24,32,40,44,0.007451518687776824
7,14,23,32,40,0.005175373061392021
8,12,18,32,47,0.002293490681935189
1,4,22,26,50,0.0022397102109460243
7,22,24,31,36,0.0010321102212059261
5,6,10,13,23,0.00028065981551692086
10,24,37,44,50,7.773658148553185e-05
Generation: ,34,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
3,7,8,16,33,0.41812587321177014
7,23,24,31,32,0.23008280364892789
7,22,23,33,42,0.13710061762029147
7,23,24,28,31,0.04599616088039124
2,13,16,29,33,0.024236119628789743
19,22,29,32,41,0.01793743649210722
2,7,26,31,39,0.015745234796221946
12,22,24,31,47,0.012657745945299188
20,32,33,40,44,0.010736464492841675
7,23,30,33,48,0.007269897093913784
5,9,26,30,40,0.0025435014552576385
8,12,18,32,47,0.002293490681935189
2,7,18,20,23,0.0018914011340388167
6,12,23,31,47,0.0011555212758770368
19,26,29,30,46,0.0011058293672780084
6,14,23,49,50,0.0007824233805782107
13,19,21,31,36,0.00010487178669564852
Generation: ,35,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
3,7,8,16,33,0.41812587321177014
11,31,32,33,44,0.18609490055370415
7,15,16,31,33,0.05443962534382541
3,7,11,28,33,0.04279086110722521
3,8,13,30,33,0.03702194512637737
1,3,7,11,14,0.023063289415355705
22,26,27,31,39,0.012120173377820363
20,32,33,40,44,0.010736464492841675
11,13,19,21,42,0.009803660860581324
7,9,31,37,40,0.008712159629028741
3,16,24,31,47,0.008393881707044344
5,9,26,30,40,0.0025435014552576385
20,35,37,42,44,0.0016176897446861628
6,12,23,31,47,0.0011555212758770368
13,19,21,31,36,0.00010487178669564852
13,19,30,33,36,3.555813593035761e-05
14,17,20,32,46,2.7257055710858422e-05
Generation: ,36,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
3,7,8,16,33,0.41812587321177014
11,31,32,33,44,0.18609490055370415
3,8,13,33,42,0.08868329205004347
22,24,33,41,46,0.06789608743411847
7,15,16,31,33,0.05443962534382541
3,8,13,30,33,0.03702194512637737
8,13,15,22,23,0.016347013260303772
16,22,31,34,47,0.012770623798713337
13,15,16,27,44,0.0031333148668517925
14,21,26,33,48,0.0017405889153764736
14,22,34,45,47,0.001176598071572346
1,4,6,15,21,0.00034404247364471625
14,17,22,24,32,0.00031746281030762044
14,17,32,34,48,3.961054737615088e-05
14,17,20,32,46,2.7257055710858422e-05
14,17,32,39,50,2.2888745790655386e-05
Generation: ,37,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
8,16,22,25,33,0.288551285588204
11,31,32,33,44,0.18609490055370415
32,33,41,44,45,0.09361864366024358
22,24,33,41,46,0.06789608743411847
3,7,24,27,40,0.006480949523161921
6,13,22,37,45,0.006470382239341824
2,19,23,26,33,0.00565751433465249
1,5,20,35,40,0.004445204813477533
7,16,31,33,36,0.0012849338739897836
14,22,34,45,47,0.001176598071572346
8,10,20,24,33,0.0009950887466428253
2,24,27,37,39,0.0008458418008227813
12,20,26,37,47,0.0001325044356064114
11,17,18,27,34,2.650366715273472e-05
2,4,14,34,47,2.404880850184768e-05
14,17,32,39,50,2.2888745790655386e-05
Generation: ,38,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
11,31,32,33,44,0.18609490055370415
3,12,22,33,41,0.1499043242218201
3,8,20,24,31,0.05099700361903627
7,9,18,24,46,0.026209653248989193
11,29,30,32,44,0.009722926962744448
24,29,31,32,47,0.00357509876662781
4,19,25,35,44,0.0018124540851512925
8,10,20,24,33,0.0009950887466428253
8,10,32,40,44,0.0005933428706329957
2,12,16,17,24,0.0004980915473096291
16,17,27,31,33,0.00041808429958134583
2,7,11,16,17,0.00029919876089644647
17,22,31,40,44,0.00028968041207692977
12,20,26,37,47,0.0001325044356064114
7,11,20,33,36,0.00011947934249229479
11,17,18,27,34,2.650366715273472e-05
Generation: ,39,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
7,22,31,34,43,0.2078690879851133
11,31,32,33,44,0.18609490055370415
3,12,22,33,41,0.1499043242218201
5,7,21,31,39,0.11011645292394512
19,32,33,34,39,0.0651084130832946
6,7,9,24,32,0.05770552894584454
3,14,16,32,45,0.038522626370841015
7,18,27,33,49,0.01462052913424702
3,7,22,27,40,0.00888347894517146
24,29,31,32,47,0.00357509876662781
10,23,31,33,34,0.002864319576328934
2,19,20,22,46,0.0027153521609413114
24,29,32,47,48,0.0005440274730463049
16,17,27,31,33,0.00041808429958134583
11,38,44,46,47,0.0003578493293914235
6,27,31,46,47,0.00012055065469468947
Generation: ,40,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
7,16,24,31,32,0.45965084671432466
7,8,16,31,45,0.3797409698511054
24,32,33,45,49,0.36411910205404013
12,21,31,33,42,0.11516706111260824
5,7,21,31,39,0.11011645292394512
7,16,24,31,38,0.08067237357378973
7,22,28,39,45,0.04531210119423631
3,14,16,32,45,0.038522626370841015
7,19,21,33,42,0.03596776120216868
3,14,21,32,45,0.019391049938324204
8,19,21,25,39,0.016957771011258924
1,7,28,32,40,0.014972540114706308
7,18,27,33,49,0.01462052913424702
3,7,22,27,40,0.00888347894517146
3,14,23,34,42,0.007847274778189396
8,22,27,40,50,0.0014744588710784295
7,10,16,18,39,0.0006065260549828141
Generation: ,41,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
7,16,24,31,32,0.45965084671432466
12,24,32,45,46,0.1440938186359232
7,11,22,25,32,0.14349743432824108
12,21,31,33,42,0.11516706111260824
7,9,23,25,45,0.08334304826922025
3,14,16,32,45,0.038522626370841015
25,31,33,38,45,0.03306052846395418
6,32,33,42,44,0.024201592727242472
3,14,21,32,45,0.019391049938324204
8,14,16,35,45,0.019280170169243365
6,7,16,38,45,0.012400697387426772
3,14,21,31,39,0.011513346941443797
3,14,22,28,45,0.008086784415023734
3,14,23,34,42,0.007847274778189396
23,24,28,40,44,0.004643590895483594
3,4,23,25,42,0.0032554324764339955
Generation: ,42,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
7,16,24,31,32,0.45965084671432466
8,21,24,31,45,0.15051544840248268
8,22,24,34,46,0.14953759339575745
16,22,25,32,35,0.12080817713389777
8,16,32,33,48,0.07951494446157922
3,22,28,32,45,0.06625682289463475
3,14,16,32,45,0.038522626370841015
8,14,16,35,45,0.019280170169243365
2,5,28,31,32,0.01620341703830789
13,30,41,45,49,0.012546969422453574
3,13,14,21,45,0.01189088968100918
3,14,22,28,45,0.008086784415023734
2,3,4,22,45,0.00565849026501916
16,17,18,22,32,0.0005797173928178232
14,21,31,34,36,5.733876950738616e-05
8,14,26,36,41,1.2711571604557079e-05
Generation: ,43,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
1,3,8,16,22,0.3984024986975208
7,25,31,33,45,0.19487020138792766
7,22,30,31,33,0.10022173870501329
8,16,32,33,48,0.07951494446157922
3,22,28,32,45,0.06625682289463475
1,2,16,22,29,0.03895807480069934
13,30,41,45,49,0.012546969422453574
14,29,33,44,45,0.012155445463726322
3,13,14,21,45,0.01189088968100918
14,19,21,32,33,0.01115346003469779
3,16,28,31,40,0.010998952412500797
7,11,13,26,37,0.008062388201892208
7,14,35,48,49,0.00402992036551152
4,23,24,28,45,0.0031368878185467413
7,9,20,27,30,0.0018802094925860007
34,36,41,46,50,1.6503845333910663e-05
Generation: ,44,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
7,25,31,33,45,0.19487020138792766
7,22,30,31,33,0.10022173870501329
8,16,32,33,48,0.07951494446157922
7,22,25,30,33,0.04956600738495994
16,22,30,33,41,0.033921501440845804
3,8,15,22,31,0.033652150040382876
5,7,24,25,38,0.030523206464163802
1,16,20,24,41,0.025884813831022473
8,29,30,31,39,0.011404420642864626
7,25,41,45,50,0.008291477151839975
1,20,34,40,45,0.008155598198551793
7,11,13,26,37,0.008062388201892208
2,26,33,42,46,0.00576128893595046
1,3,29,40,41,0.005229795819752689
4,14,31,44,45,0.0028640675655770076
21,29,30,33,48,0.002307252923161859
Generation: ,45,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
5,7,33,41,49,0.15432308414593812
7,22,30,31,33,0.10022173870501329
7,22,31,33,40,0.08828855030703975
7,8,31,33,40,0.07113157374689563
1,5,16,30,31,0.0662544651498822
16,22,30,33,41,0.033921501440845804
8,21,24,41,48,0.00939644729884158
7,8,28,29,30,0.005309894305854792
1,3,29,40,41,0.005229795819752689
1,3,18,21,40,0.004769828312651809
22,28,31,33,47,0.0031953449044705754
21,29,30,33,48,0.002307252923161859
4,9,40,43,48,0.00033567428088607015
16,17,21,29,48,7.536311542316602e-05
10,30,33,40,41,4.921634663435263e-05
10,20,21,30,41,3.326971018324361e-05
Generation: ,46,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
7,8,31,33,40,0.07113157374689563
1,5,16,30,31,0.0662544651498822
1,16,19,24,46,0.0541760747898069
8,19,22,29,32,0.05257710944883726
3,22,26,45,46,0.04408376104015644
4,5,16,18,49,0.007283829855350427
1,3,29,40,41,0.005229795819752689
2,4,11,22,46,0.0021320582306909417
1,4,6,16,40,0.0010555852910540048
18,23,29,46,48,0.0009611395039222486
5,8,10,31,38,0.0008111170255523348
10,12,19,34,43,0.0007168645368305928
4,9,40,43,48,0.00033567428088607015
16,17,22,40,41,0.00014579839296892353
4,15,31,33,47,0.00011399391349727886
7,16,30,36,40,2.8770660324437494e-05
Generation: ,47,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
7,16,20,22,49,0.12968630539208345
5,16,18,19,31,0.022068732482256007
9,24,30,33,41,0.018561584130703447
7,8,18,30,33,0.014792553091699596
3,11,15,44,49,0.01248372768985448
4,5,16,18,49,0.007283829855350427
5,18,22,23,40,0.006356845726417073
4,5,9,18,22,0.0059837031573502
4,5,6,18,22,0.0011704470588338872
1,4,6,16,40,0.0010555852910540048
12,16,17,33,41,0.0010288743599278709
18,23,29,46,48,0.0009611395039222486
13,14,20,38,44,0.000946502967508664
16,17,29,35,46,0.0001652396731367946
16,17,22,40,41,0.00014579839296892353
2,4,6,11,27,9.943857901476702e-05
Generation: ,48,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
3,22,33,34,45,0.28242178579128185
7,9,15,22,33,0.048917122166091696
7,9,11,16,30,0.037554056800748144
1,6,25,46,49,0.015740128265028637
7,8,18,30,33,0.014792553091699596
6,7,8,16,18,0.01450715775728338
2,5,22,33,40,0.014468546838790891
3,22,27,49,50,0.008609037686619764
4,7,22,31,40,0.00728724054515142
4,5,16,18,49,0.007283829855350427
5,18,22,23,40,0.006356845726417073
4,6,7,11,44,0.002659687165504902
20,21,27,30,33,0.00129895081131663
1,4,6,16,40,0.0010555852910540048
10,19,22,31,48,0.0002913191750206232
3,6,18,27,38,0.00025695753481187966
Generation: ,49,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
7,16,22,31,33,0.670950304055175
7,8,16,31,33,0.5405655758014785
7,22,24,31,33,0.5140063319565746
3,16,22,31,33,0.46756314621750805
1,5,7,16,31,0.43153249410752775
3,22,33,34,45,0.28242178579128185
21,22,31,34,42,0.09333173127454564
7,22,24,33,40,0.0771651685640551
22,24,31,49,50,0.06544834435348841
7,9,15,22,33,0.048917122166091696
7,21,22,24,50,0.03814135559220754
8,16,19,24,28,0.024973657996910214
3,9,22,30,46,0.02328857133266038
15,22,31,33,35,0.022163559255091354
13,25,26,33,40,0.007429879877844075
4,7,22,31,40,0.00728724054515142
20,21,24,30,43,0.003144635389609249
7,10,33,42,45,0.0021247019978027164
17,22,23,31,33,0.0016868136456337395
20,21,27,30,33,0.00129895081131663
Generation: ,0,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
3,7,23,25,31,0.09385805999125324
16,18,21,32,45,0.040011337168244364
26,31,32,38,45,0.021587685776244862
3,26,27,33,34,0.015012532153063815
12,23,35,41,42,0.014203598729060914
2,7,8,9,30,0.012602483865552823
8,15,35,46,49,0.007610984504202997
9,12,23,42,47,0.002411510588560675
40,44,45,46,48,0.0023588284739284775
3,28,29,37,41,0.0011693454662400498
30,35,42,46,48,0.0007851197843342351
4,16,38,43,50,0.000544651510077589
3,12,17,29,39,0.0003320940772150046
6,9,10,11,13,0.0002531482111574893
3,20,27,40,48,0.0002052618229782243
20,27,38,39,48,0.00017020786272495914
11,17,26,29,33,0.00015605646616638318
18,33,41,47,50,0.00011075069367334788
10,14,31,40,49,0.00010994585274689972
3,10,12,23,36,5.755776024995305e-06
Generation: ,1,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
3,7,23,25,31,0.09385805999125324
8,13,42,43,49,0.05162898095146
16,18,21,32,45,0.040011337168244364
26,31,32,38,45,0.021587685776244862
3,26,27,33,34,0.015012532153063815
12,23,35,41,42,0.014203598729060914
1,21,38,42,43,0.008107803053974535
9,11,23,25,40,0.007378510068160589
1,26,34,42,50,0.006947587391329961
3,18,20,23,46,0.002815972268141185
14,23,26,34,41,0.002814404124575619
9,12,23,42,47,0.002411510588560675
18,25,28,30,31,0.0012819071852800056
10,13,29,44,45,0.0007060347964625276
23,26,47,49,50,0.0003451537713539892
6,9,10,11,13,0.0002531482111574893
10,26,38,43,44,0.00011626138003591985
10,24,38,42,50,5.071652301438363e-05
7,14,23,36,42,3.0092428876574417e-05
3,10,12,23,36,5.755776024995305e-06
Generation: ,2,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,7,21,34,43,0.10051001957424706
3,7,23,25,31,0.09385805999125324
8,13,42,43,49,0.05162898095146
16,18,21,32,45,0.040011337168244364
7,18,34,39,45,0.027734845350358604
26,31,32,38,45,0.021587685776244862
12,23,35,41,42,0.014203598729060914
3,8,18,40,49,0.008693143626278413
9,11,23,25,40,0.007378510068160589
5,14,25,29,45,0.0061522300403149
28,35,41,43,45,0.004442188115543619
8,10,13,16,33,0.004232633191053382
5,16,17,32,45,0.0018504918017742532
10,13,29,44,45,0.0007060347964625276
10,20,21,26,44,0.0001521878506570858
1,16,36,44,48,0.00011607948705034713
35,40,45,47,48,8.58772031868294e-05
7,14,23,36,42,3.0092428876574417e-05
15,17,18,33,38,8.267862442791418e-06
6,15,17,18,36,1.4756477801260383e-08
Generation: ,3,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,7,21,34,43,0.10051001957424706
3,7,23,25,31,0.09385805999125324
12,18,21,32,33,0.055454248062508954
8,13,42,43,49,0.05162898095146
16,18,21,32,45,0.040011337168244364
5,7,8,37,46,0.02543860175318871
3,4,21,22,32,0.020843025182168556
5,13,19,21,25,0.019731086871077733
5,40,42,45,49,0.018177073479994314
3,8,18,40,49,0.008693143626278413
1,29,40,43,45,0.00775256319754727
8,10,13,16,33,0.004232633191053382
6,7,8,28,37,0.0023501082109811523
5,16,17,32,45,0.0018504918017742532
13,18,19,25,40,0.001082631485126336
1,8,17,22,42,0.0010274174625680608
14,19,21,26,47,8.79703770149253e-05
35,40,45,47,48,8.58772031868294e-05
10,31,37,42,50,4.86422002232123e-05
10,18,27,35,40,8.99434809005999e-06
Generation: ,4,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,25,32,33,0.2025627372648942
7,8,21,22,42,0.11646460777321124
1,7,21,34,43,0.10051001957424706
3,7,23,25,31,0.09385805999125324
12,18,21,32,33,0.055454248062508954
8,13,42,43,49,0.05162898095146
3,4,21,22,32,0.020843025182168556
1,6,32,48,49,0.01167060637298624
1,29,40,43,45,0.00775256319754727
3,18,34,41,42,0.00633007138873499
21,24,25,27,28,0.003063221500961935
14,24,34,37,42,0.0024509586279445844
6,7,8,28,37,0.0023501082109811523
1,8,17,22,42,0.0010274174625680608
7,28,38,40,41,0.000857864617348332
24,30,32,47,50,0.0002567731911807472
9,10,23,25,48,0.00018803635330604746
3,17,25,29,42,0.00011804201770902028
17,18,32,42,46,7.709231279538078e-05
10,17,27,32,42,1.8555890272727696e-06
Generation: ,5,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,25,32,33,0.2025627372648942
7,8,21,22,42,0.11646460777321124
1,7,21,34,43,0.10051001957424706
3,7,23,25,31,0.09385805999125324
7,22,27,31,34,0.0656802906181797
3,6,7,8,32,0.05760435717494399
1,9,19,21,46,0.026699262606619735
1,2,21,39,49,0.026134884370230555
3,4,21,22,32,0.020843025182168556
13,25,28,35,45,0.009331601419635745
1,29,40,43,45,0.00775256319754727
1,8,15,21,29,0.007369193268768791
1,8,17,22,42,0.0010274174625680608
17,24,28,31,45,0.000324698723030208
1,3,6,30,47,0.00024220271997961717
3,10,21,43,50,0.00015773150575760473
3,17,25,29,42,0.00011804201770902028
4,15,18,37,39,5.247024221475903e-05
17,20,28,39,41,1.5735687771005022e-05
27,28,36,42,47,3.249534579740832e-07
Generation: ,6,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,25,32,33,0.2025627372648942
5,7,8,22,46,0.19306379553851433
7,8,21,22,42,0.11646460777321124
1,7,21,34,43,0.10051001957424706
3,7,23,25,31,0.09385805999125324
1,2,21,39,49,0.026134884370230555
12,13,23,40,43,0.011408355706294787
1,4,5,9,20,0.005552703544436676
2,5,24,25,37,0.004804068845164797
13,18,25,32,48,0.0037673060991129936
3,14,38,43,44,0.0025923756033785147
1,6,9,15,42,0.0022189683104162296
9,15,16,19,48,0.0017469249029409785
10,18,21,32,45,0.00046326116284628796
17,24,28,31,45,0.000324698723030208
2,3,10,19,22,0.0003086043788272573
1,3,6,30,47,0.00024220271997961717
3,10,21,43,50,0.00015773150575760473
1,2,5,36,45,0.00013078505891285676
17,24,35,38,40,2.2944050213193767e-05
Generation: ,7,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,25,32,33,0.2025627372648942
5,7,8,22,46,0.19306379553851433
7,8,21,22,42,0.11646460777321124
1,7,21,34,43,0.10051001957424706
3,7,23,25,31,0.09385805999125324
1,3,7,19,23,0.05982905589630168
1,3,5,7,14,0.03831377414639366
1,12,14,29,32,0.02134605945681128
5,7,9,15,25,0.015425863671667183
4,13,21,22,44,0.012333984165684585
4,9,22,28,31,0.008026727025640964
7,8,16,21,47,0.007639055070546058
1,4,5,9,20,0.005552703544436676
2,5,20,23,39,0.004151295949238819
15,35,37,45,46,0.0009134250658260431
10,18,21,32,45,0.00046326116284628796
1,3,6,30,47,0.00024220271997961717
1,6,14,15,20,0.00016796504905841896
3,17,24,30,38,4.6813997295441224e-05
4,8,17,27,49,3.193292393863191e-05
Generation: ,8,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,25,32,33,0.2025627372648942
5,7,8,22,46,0.19306379553851433
7,8,21,22,42,0.11646460777321124
1,7,21,34,43,0.10051001957424706
6,12,24,32,46,0.03004810284577391
4,9,33,34,45,0.024595422677472945
1,12,14,29,32,0.02134605945681128
1,7,11,19,38,0.013400472795577646
3,18,30,33,34,0.00916932036443505
6,8,14,32,45,0.00705249470933393
1,2,8,14,29,0.0036027845659894614
8,10,21,22,34,0.0029149921544679336
15,35,37,45,46,0.0009134250658260431
1,3,6,30,47,0.00024220271997961717
12,16,17,27,35,0.00017490808228118025
3,17,24,30,38,4.6813997295441224e-05
5,10,15,30,35,3.181252299088205e-05
12,36,41,42,48,2.017797134865363e-05
9,14,17,47,50,1.0037377034239932e-06
10,16,36,41,47,1.2390925626339464e-07
Generation: ,9,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness,#,#,#,fitness
1,9,25,32,33,0.2025627372648942
5,7,8,22,46,0.19306379553851433
7,8,21,22,42,0.11646460777321124
1,7,21,34,43,0.10051001957424706
7,24,28,34,39,0.03535900231095273
1,12,14,29,32,0.02134605945681128
3,8,12,15,21,0.017918651905654948
1,2,9,20,33,0.016063152710545498
